Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"第一次來
很好吃😋
很高興這間在家附近～
希望有機會可以常常小喝一下🤣","For the first time
Very delicious 😋
I am glad that this is near home ~
I hope there is a chance to drink it often 希望",False,0.322,0.0,0.678,0.8977
9/4室內偏熱，沒有感覺到冷氣，冬天來應該不錯...餐點口味都蠻清淡，比較健康食材原味吧，但不合我們胃口，店員客氣、氣氛不錯。,"9/4 indoor is hot, without feeling air -conditioning, it should be good in winter ... The taste of the meal is quite light, and the original flavor of the healthy ingredients is relatively good, but it does not fit our appetite. The clerk is polite and the atmosphere is good.",False,0.194,0.066,0.74,0.7506
"店裡空間大 不會擁擠 整體舒服
基本上屬精緻路線
餐點份量都不算大份
餐點非常多樣
晚上八點後去很好停車
炒飯兩種口味都好吃 不會油膩 味道剛好
炒青菜類約2-3人份
櫻花蝦高麗菜 跟炒水蓮
串烤類味道也還可以
炸雞軟骨很下酒
炸雞跟炸魷魚就比較不優
個人覺得油膩了點
飯後吃個甜點烤麻糬 很心滿意足
營業時間到晚上12點
餐點會加一成服務費","The large space in the shop will not squeeze the overall comfortable
Basically belongs to the exquisite route
The portion of the meal is not considered large
The meal is very varied
Going to a good stop after 8pm
The two flavors of fried rice are very eaten and not greasy
Fried green vegetables about 2-3 people
Sakura shrimp Koreans with sautéed water lotus
The taste of skewers is also good
Fried chicken cartilage is very wine
Fried chicken and fried squid are more unpreferred
Personally, I think greasy
Eating a dessert toasted marshmallow after meals was very satisfied
Opening hours till 12pm
How can the meals plus 10% service charge",False,0.101,0.018,0.88,0.8748
"午仔魚烤的剛剛好，魚也鮮嫩，大推
北海道生蠔🦪大顆滿足對得起價格
各式烤肉串中規中矩有80分
烤節瓜清爽
烏冬麵女兒最愛
炒水蓮份量十足
炸豆腐稍微炸乾了點，不然更完美（個人喜好）
烤明太子山藥，個人喜歡炙燒，各有特色
唯獨可惜的是冷氣稍嫌不足，老婆吃到流汗
價格算不貴不便宜剛剛好","The noon fish is just right, the fish is also tender, pushing
Hokkaido oyster 颗 large satisfaction is worth the price
There are 80 points for all kinds of barbecue skewers
Baked melon refreshing
Udon's daughter's favorite
Stir -fried lotus lotus
Fried tofu fried a little bit, otherwise it is more perfect (personal preference)
Baked Prince Prince Yam, I personally like burning, each has its own characteristics
It's a pity that the air conditioning is slightly not bad, and my wife sweats when I eat it
The price is not expensive or cheap, just just right",False,0.156,0.02,0.824,0.9282
"內部的裝潢，真的有一點點日本居酒屋的味道。
餐點部分調理的還不錯吃，但還是有比較一般般的！
另外自己覺得比較不好的是，因為店的後半段有另外一間3桌的空間，昨天開放有1桌用餐，但店確讓他們在裡面抽香菸😬，那味道都飄進來，完全影響整體的用餐感受，大大讓我覺得，店家門口貼的場內禁煙是貼好玩的。完全不行！","The interior decoration really has a little taste of Japanese izakaya.
The meal part of the conditioning is pretty good, but there are still ordinary!
In addition, what I think is not good is that there is another 3 tables of space in the second half of the store. There is one table for meals yesterday, but the store really allows them to smoke cigarettes inside. The overall meal experience greatly made me feel that the smoking ban on the field at the door of the store is fun.Nothing at all!",False,0.041,0.086,0.873,-0.761
"真的偏貴
上來會傻眼的那種份量

推甜點
烤麻糬
棉花糖餅乾

生蠔時價 $250/顆
沒有甜

12:00打烊
11:30開始大打掃 各個面無表情
可以善意提醒我們都知道的…不用這樣

雞軟骨太乾
雞肉串都偏乾","Really expensive
The amount that will be dumbfounded up

Dessert
Baked hemp
Marshmallow biscuit

Oyster price $ 250/piece
Without sweetness

12:00 closed
11:30 Start cleaning all noodles without expression
You can remind us to know goodwill ... No need to do this

Chicken cartilage is too dry
Chicken skewers are dry",False,0.0,0.134,0.866,-0.7527
"店員親切，餐點好吃但價格較高一些
付款方式除了現金外支援悠遊付跟line pay
當天是第二攤約八點到點，出發前有先致電請店家預留座位，抵達時就可以直接就座了","The clerk is kind, the meals are delicious but the price is higher
In addition to cash support, Youyou Pay and LINE PAY
The day was about eight o'clock from the second stall. Before departure, please call the store to reserve a seat. You can directly seat it when you arrive.",False,0.18,0.106,0.715,0.6758
"冷氣很不涼，吃到冒汗😥
串燒一般般
招待毛豆🫛
一盤的豬肉還不錯","The air -conditioning is not cold, eat sweaty 😥
Skewed
Entegle Maodou 🫛
A plate of pork is pretty good",False,0.354,0.063,0.583,0.8885
鮭魚卵炒飯粒粒分明，但價格稍貴；塑膠湯匙遇熱不太方便使用。,"Salmon egg fried rice is clear, but the price is slightly more expensive; plastic spoon is not convenient to use when it is hot.",False,0.073,0.0,0.927,0.2023
"#台北居酒屋尋訪
在台北這麼久，第一次看到這種價位的居酒屋（感動），這篇推薦給想省錢又想喝酒團聚的各位
-
🫕芥末章魚 80$
很便宜！不雷！可點
說個題外話，雖然聽說居酒屋都有特定配合的芥末章魚的供應商，但有一些居酒屋的芥末章魚的口感卻太硬或太軟´д` ;

🫕涼拌洋蔥 50$
🫕鮭魚卵炒飯 180$
味道算蠻清淡，但整體來講份量可以2～3人分食，鮭魚卵給的也算有誠意，越吃越香

🫕松阪豬水蓮 130$
水蓮份量很足，可惜松阪豬有點小油膩

🫕蛤蜊清湯 60$
沒什麼蛤蜊的鮮甜味，但這個價位也不好意思多要求什麼

🫕鹽烤櫛瓜 50$
算有水分的節瓜，但調味依然也不多

🫕日本生蠔 時價
🍺生啤惠比壽 160$
🍸天空之月梅酒 150$
-
總歸來說算是中規中矩（且便宜）的一家居酒屋，但如果想吃的精緻或更豐富的味道，那這家可能就不太適合，因為上次吃下來整體味道是偏清淡的～","#酒
For so long in Taipei, I have seen the izakaya for the first time (moved). This article is recommended to everyone who wants to save money and want to drink and gather
-
8 8 🫕 80 $
Very cheap!Boximi!Be available
Speaking of a question, although I heard that the izakaya has a supplier of mustard octopus with specific cooperation, the taste of some izakaya's mustard octopus is too hard or too soft.

5 5 🫕 🫕 🫕 50 $ $
饭 salmon egg fried rice 180 $
The taste is quite light, but in the whole, the amount of portion can be eaten 2 to 3 people. The salmon eggs can be given sincerity. The more you eat, the more fragrant

1 🫕 🫕 🫕 🫕 130 $
Water lotus is sufficient, but unfortunately Matsusaka pig is a bit small greasy

Clag Qing Decoction 60 $
There is no fresh sweetness of clams, but I am embarrassed to ask for this price.

5 salt roasted row melon 50 $
There are moisture melon, but the seasoning is still not much

🫕 Japanese oyster time price
6 6 🍺 🍺 🍺 160 $
酒 The Moon Plum Wine of the Sky 150 $
-
In general, it is a house izakaya, which is quite satisfactory (and cheap), but if you want to eat the exquisite or richer taste, then this house may not be suitable, because the overall taste of the last time it is light ~",False,0.056,0.05,0.894,-0.1604
