Original,EN,Positive,Negative,Neutral,Compound
"店貓不怕人 氣氛很好 調酒的酒精偏濃
但整體很棒","Store cats are not afraid of the atmosphere of people with good alcohol, alcohol is strong
But the overall great",0.364,0.0,0.636,0.8674
"看到有貓所以進店
第一次去！可能是因為平日所以沒什麼客人
只有一桌吵到靠ㄅㄟ的大叔….吵就算了沒關係因為是Bar很正常
但！騷擾店員就太鬧了吧..還對貓咪吼叫
還有在休息的店員，人家就在休息硬是要把人家喊出來（你朋友可能覺得你丟臉所以偷跑了）
還對店家威脅要留負評？？？
老大叔拜託你看到這則評論
去找你口中有錢的馬子帶你飛
花錢去玩樂別在騷擾人家了🤷‍♂️

兩位店員都很親切但真的太辛苦了值得10星👍

歐！對了！雖然是林森北但人家門口清楚寫著店內無公關！憑什麼還要忍受你這個老不休？🥴","Seeing a cat, so enter the store
Go for the first time!Maybe because there are no guests because of weekdays
There is only one table noisy uncle ㄅㄟ ㄅㄟ………………………………………… 只 只 只 It doesn't matter because it is because it is normal
but!It's too noisy to harass the clerk .. Still roar at the cat
There is also a clerk who is resting, and people are going to call them out.
Still a negative comment on the threat of the store?IntersectionIntersection
Uncle, please see you see this comment
Go to you, the rich horse in your mouth takes you to fly
Spending money to play, don't harass people 🤷‍♂️

The two clerks are very kind but really too hard, it is worth 10 stars 👍

Europe!By the way!Although it is Lin Senbei, there is no public relations in the store!Why should I endure you?Bleak",0.075,0.106,0.82,-0.4537
"這是一間複合式的酒吧，可以唱卡拉OK、有飛鏢可以玩，而且有吸菸區跟無菸區，這點我滿喜歡的，個人就是滿不喜歡菸味的人，但最棒最棒的是！他們店裡有貓貓 😍 店裡其實有兩隻貓，一隻很怕人，會躲的不見蛋，會來迎賓的叫「奈奈」，很喜歡拍屁屁，不過要摸貓貓的話要把手洗乾淨，還要有禮貌地先給他聞聞你的手喔！不過還是要看他的心情，不開心的時候還是會抓人或咬人喔！

店內啤酒、調酒、烈酒皆有提供，調酒的價格都在 $300-350，他們另外還有一種暢飲方案~ 有12種酒讓你可以無限暢飲，你可以選擇你喜歡的方案

🔺#藍色珊瑚礁 $300
我看一看菜單也不知道要點什麼，我就說我要一杯甜的，他們就幫我調了這杯，整杯水藍色的酒，喝起來齁… 就是有淡淡酒味的雪碧 😂

🔺#荔枝蔓越莓 $300
第二次我是說我要一杯妹酒，跟藍色珊瑚礁不一樣的，我就得到這杯，淡淡酒味的莓果果汁，不過這杯酒感又比藍色珊瑚礁在輕一點

🔺#無限暢飲 $1000
暢飲的部分會有一個自己專屬的杯子，是有把手的啤酒杯，我第一次去的時候我朋友一直整場找他的杯子，我想說去酒吧喝酒味什麼要執著自己的杯子，後來才知道他點暢飲，他要用他的杯子才能換下一杯酒，所以有點暢飲的朋友要顧好自己的杯子喔！每次續杯都可以換不同口味~ 其實滿划算的！喜歡喝的朋友可以考慮直接點暢飲

不過這邊要說一下，他們家調酒價格其實和其他酒吧相比滿便宜的，不過他們家酒確實也是比較薄一些，如果你期望喝到什麼酒感很重、花俏網美打卡的調酒，那這間酒吧並不是這種風格，這邊比較是娛樂性、或是比才藝 (?)

如果你想要唱歌的話，就跟店員說一下，他們會給你一張小紙條跟筆，最少寫三首歌給店員，他們就會幫你點歌了，不過唱歌要到指定的位置唱，不能待在自己的位置上，所以想唱歌可能要跟梁靜茹要點勇氣 (什麼爛梗)，店員本身超會唱，抒情的、飆高音、RAP樣樣行，不過一旦開唱，也要賭賭人品了，我第一次去每個敢站上台的都超會唱，第二次去就是家庭卡拉OK，有些就像你不熟的嬸婆、叔公… 音準就地起飛、抖音抖得像地震，就各自擔待了 😂

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

🔺#鹹酥雞 $200 (非店家餐點)
這個鹹酥雞不是店家提供的餐點，是店員幫忙代點的，超級好吃！而且一定要請他加醬，店員幫我們叫綜合鹹酥雞 $200，料還滿豐盛的，有鹹酥雞、米血、甜不辣、四季豆、豆干，但代點是僅提供給VVIP的服務，店員只會幫夠熟的客人點鹹酥雞，我第一次是跟VVIP去，第二次自己帶朋友去，我本來想請他們幫我們點鹹酥雞，但店員不認識我，只是客氣的跟我說「我們是允許帶外食的喔！」😉🥲😂

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -","This is a compound bar that can sing karaoke, have darts to play, and there are smoking areas and smoke -free areas. I like this. I personally do not like smoke. It's!There are two cats in their cats in their shops. One is very afraid of people, and they will hide from the egg. They will come to welcome ""Nana"". They like to shoot farts. Wash your hand, and you must first smell your hand first!But still depends on his mood. When you are unhappy, you will still catch or bite people!

The beer, bartending, and spirits in the store are all provided. The price of bartending is $ 300-350. They also have another drinking plan ~ There are 12 kinds of wine for you to drink unlimitedly. You can choose your favorite solution.

珊#blue coral reef $ 300
I don't know what the menu is to see the menu. I said that I want a cup of sweet, and they helped me adjust the cup. The whole glass of water blue wine was drank ...

越#lychee cranberry $ 300
The second time I mean that I want a cup of girl wine, which is different from the blue coral reef. I get this cup, a light wine -flavored berry fruit juice, but this cup of wine feels lighter than the blue coral reef is lighter than the blue coral reef is lighter than the blue coral reef.

饮#🔺 🔺 🔺 $ 1000
There will be an exclusive cup of the unique drinking part, which is a beer glass with a handle. When I first went, my friend kept looking for his cup throughout the game. I want to say what to go to the bar for drinking. Then he knew that he was drinking, and he had to use his cup to change a glass of wine, so friends who drink a little drink should take care of their cups!You can change different flavors every time you renew the cup ~ In fact, it is full of cost -effective!Friends who like to drink can consider ordering directly to drink

But here, the price of alcoholic adjustment is actually cheaper than other bars, but their wine is indeed thinner. If you expect what wine feels heavy and the tune of the fancy network, Wine, then this bar is not this style, here is more entertaining or more talented (?)

If you want to sing, tell the clerk, they will give you a small note and pen, write at least three songs to the clerk, they will help you to sing, but sing to the specified position to sing , I ca n’t stay in my own position, so I might have to have courage to sing with Liang Jingru (what rotten stalks). The character is the first time I go to each who dare to stand on stage. The second time I go to the family karaoke, some are like your unfamiliar grandmother and uncle ... Like an earthquake, you can take the responsibility 像

- - - - - -----------------------

#Salted crispy chicken $ 200 (non -shop meal)
This salty crispy chicken is not a meal provided by the store. It is a clerk to help on behalf of them. It is super delicious!And be sure to ask him to add sauce. The clerk helps us call us comprehensive salty crispy chicken $ 200. It is also full of prosperous chicken, rice blood, sweet and not spicy, four seasons, and dried beans, but the substitution is only provided to VVIP to VVIP For the service, the clerk will only help the guests who are familiar with the salty crispy chicken. The first time I went with VVIP and the second time I took my friends. I originally wanted to ask them to help us order the salty crispy chicken, but the clerk did not know me , Just politely said to me, ""We are allowed to bring food!""

- - - - - -----------------------",0.139,0.015,0.846,0.9981
"本來來條通想說隨便找一家酒吧殺時間
沒想到 這麼👍 調酒喝到飽價錢也不算貴
氣氛也不錯 重點是店員很熱情過來喝酒聊天
店長還過來 請酒喝 千萬不要不要跟店長說你怎麼喝我怎麼喝一定會掛掉😂來條通真的可以來試一下","Originally, I wanted to say that I would like to find a bar to kill time
I didn’t expect that it is not expensive to be full of bartending and drinking.
The atmosphere is also good. The focus is that the clerk is very enthusiastic about coming to drink and chat
The store manager also comes over and ask for drinking to drink.",0.123,0.065,0.813,0.4927
"裝潢比較舊，但可以玩飛鏢、踢足球、唱歌！
還有隻超親人、很會跟客人撒嬌的可愛喵喵🐱
是個能玩得很開心的地方❣️ …","The decoration is relatively old, but you can play darts, play football, and sing!
There are also cute meows who are super loved ones and are very coquettish with guests.
It's a place that can be happy ❣️ ...",0.485,0.0,0.515,0.9883
調酒可以暢飲，有KTV可以唱到1:30，還有可愛的貓貓陪喝，是個很不錯的地方，適合三五好友聚會,"You can drink smoothly, you can sing to 1:30 with KTV, and cute cats accompanied by drinking. It is a very good place, suitable for three or five friends gatherings",0.256,0.0,0.744,0.8516
"氣氛很好，又可以唱歌，店員很親切，調酒不錯不會整杯都酒精味，又可以擼貓咪～

-
更新
有一陣子沒來了，沒想到換了新的裝潢，目前裝潢到一半還沒全數完工，但現在就變好漂亮～空間感變好寬敞，唱歌的音響也變很好，店長人很好也很親切 推推😍","The atmosphere is very good, you can sing, the clerk is very kind, the bartender is good, the whole cup can be alcohol, and the cat can be stubborn ~

-
renew
I haven't come here for a while. I did not expect to change the new decoration. At present, half of the decoration has not been completed, but now it has become better and beautiful ~ The sense of space has become spacious, the sound of singing is also very good. Very kind push push",0.241,0.018,0.742,0.9763
"這邊的戴眼鏡男生頭的店員人超好還會聊天
可以唱歌還有吸煙區 下次有空一定還會來的酒吧  店員服務也超好 👍 希望這家店生意興隆！","The clerk wearing glasses here is super good and can chat
You can sing and smoking area next time you will definitely come to the bar shop staff service.",0.268,0.0,0.732,0.8591
唱的很爽，店員很棒，會再回訪,"The singer is very good, the clerk is great, I will return to visit again",0.359,0.0,0.641,0.807
"/ 更新 /
店家看到留言後有透過認識朋友聯絡，表示相關寫法會再調整，謝謝店家願意調整避免消費糾紛，畢竟整體店的氛圍都很不錯，也有獨立吸菸室，希望店員的表達也可以更清楚，避免糾紛之餘也能讓消費者感受更好～

—-
有些消費沒定義清楚，有點失望。
罐裝寫100/罐，但結帳說百威一個鋁罐150有點傻眼⋯
金額不是大問題，純粹一個告知跟感覺問題⋯","/ renew /
After seeing a message, the store saw the contact with friends and said that the relevant writing would be adjusted again. Thank you for the shopkeeper for adjusting to avoid consumer disputes. After all, the atmosphere of the overall store is very good, and there are independent smoking rooms. Avoid disputes can also make consumers feel better ~

----
Some consumption is not defined clearly and a little disappointed.
Write 100/cans in canned, but the checkout said that a 150 aluminum can of Budweiser is a bit dumbfounded ...
The amount is not a big problem.",0.097,0.119,0.784,-0.1278
