Original,EN,Positive,Negative,Neutral,Compound
"好髒的 衛生
服務細節⋯😮‍💨 …","So dirty hygiene
Service details 😮‍💨 ⋯ ...",0.0,0.21,0.79,-0.4927
下雨座位會滴水，坐了一個小時沒有店員來招呼，要賞酒要到一杯坐不到5分鐘就跑了，也是只跟熟客喝，新客就是當盤子騙賞酒的,"The rain seats will drip, and you will have no clerk to say hello after sitting for an hour. If you want to enjoy the wine, you will run away in less than 5 minutes.",0.116,0.057,0.827,0.3182
酒和場地真的不大行，門口被政府貼公共安全檢查不合格的標籤，進去還會被其他酒客唱歌吵到不行。上次去進去沒多久就走了。這附近酒吧很多，可以多考慮,"The wine and the venue are really not very good. At the door, the government is labeled unqualified by the government's public safety inspection. When it comes in, it will be sang by other alcoholic guests.It didn't take long to go in the last time I left.There are a lot of bar nearby, you can consider more",0.046,0.048,0.906,-0.0223
這間真的是台北最好玩的店啦～,This is really the most fun shop in Taipei ~,0.3,0.0,0.7,0.5936
雙城街最好玩的酒吧,The most fun bar in Shuangcheng Street,0.375,0.0,0.625,0.5563
"感覺不錯，可惜
不是熟客，似乎不太會跟客人聊天","感覺不錯，可惜
不是熟客，似乎不太會跟客人聊天",0.0,0.0,1.0,0.0
chill到不行的氛圍 玩超瘋的老闆 舒適的環境 絕對推薦👍 …,Chill from the atmosphere to play super crazy bosses is absolutely recommended by the comfortable environment ...,0.448,0.092,0.46,0.8516
雙城街最好的玩的店，員工都很好相處,"The best shop in Shuangcheng Street, employees are very good at getting along well",0.463,0.0,0.537,0.8588
可以唱歌又可以喝酒的好地方！服務好又放鬆！,A good place to sing and drink!The service is good and relaxed!,0.516,0.0,0.484,0.8619
店員都很親切很熱情～,The clerk is very kind and enthusiastic ~,0.544,0.0,0.456,0.7996
員工很親切，像回家的感覺，棒棒！,"The employees are very kind, like going home, great!",0.644,0.0,0.356,0.8971
環境舒適～還可以打鏢唱歌666,Comfortable environment ~ You can also sing darts and sing 666,0.248,0.0,0.752,0.5106
環境很差都煙味，還有8＋9,"The environment is very poor, there are smoke, and there are 8 + 9",0.0,0.207,0.793,-0.5256
很有趣的店家 可以喝醉可以歡笑,A very interesting shop can get drunk and laugh,0.44,0.16,0.4,0.6361
可喝酒放鬆唱歌打屁的好地方,Can drink and relax and sing and fart,0.293,0.0,0.707,0.4404
讚,praise,1.0,0.0,0.0,0.5574
休閒，放鬆,"Leisure, relaxation",0.773,0.0,0.227,0.5267
還ok,OK,1.0,0.0,0.0,0.296
這個地方很舒服。我們去的時候有點晚了，但是顧客還是很多，但是已經賣完了。所以我的建議是周日，增加更多的菜單和更多的庫存😊 …,這個地方很舒服。我們去的時候有點晚了，但是顧客還是很多，但是已經賣完了。所以我的建議是周日，增加更多的菜單和更多的庫存😊 …,0.545,0.0,0.455,0.7184
👍👍👍👍 …,👍👍👍👍 …,0.0,0.0,1.0,0.0
