Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"在IG可以先訂位很方便，老闆超級親切～
沙發很好坐也很好摸，一樓的桌數約莫三桌，但不會太近到覺得擁擠，空間擺設整體很舒服。
推薦的水煙特調也很香，在問了客人都去哪裡抽水煙後，很精準的抓到我習慣的濃度（自己也說不清楚），換炭的時候也觀察到客人抽的習慣（不先排氣），所以調整碳量。
無酒精的水果茶跟抹茶拿鐵也都是咖啡廳等級的好喝！！不管抽不抽水煙，都很適合待著放鬆的好地方❤️❤️","It is convenient to order in IG first, the boss is super kind ~
The sofa is very easy to sit and touch it. The table on the first floor is about three tables, but it will not be too close to feel crowded. The space is very comfortable as a whole.
The recommended water cigarette is also very fragrant. After asking where the guests go to smoke, the concentration of my habit is accurately captured (I don’t know it). For first exhaust), so adjust the carbon amount.
Alcohol -free fruit tea and matcha latte are also delicious for coffee shop levels!IntersectionWhether you smoke or smoke, it is very suitable for a good place to be relaxed ❤️❤️",False,0.218,0.019,0.762,0.9834
"很溫馨的咖啡水煙館，去了二次兩位老闆非常體貼細心，一樓因為使用高級沙發所以桌數不算多＇但有地下室   人與人之間的空間感很適中不會令人有壓迫感，
飲料，餐點有一定的水準，是會讓我願意一個人也來消費的窩，
來了兩次才寫評價主要是觀察水煙的穩定度，耐抽度，及服務人員夠不夠主動及貼心＇
他們都非常得我心！
第一次去博美店狗好熱情喔，又讓我更有愛上這店的理由啦🌸💕
我們通常都中午就去所以挑了一部戰爭片欣賞，真是有自己家的溫馨❤️
以後將成老主顧了🌸🌸","The very warm coffee and water cigarette hall, I went to the two bosses for the second time, very careful and careful. On the first floor, because of the use of high -end sofas, the number of tables is not too much, but there is a sense of space between people and people. feel,
Drinks and meals have a certain level, which is a nest that will make me willing to come alone.
It only came to write the evaluation two times to observe the stability of the water smoke, tolerance, and whether the service staff is enough and intimate ＇
They are all my heart!
The first time I went to the Bomeian Dog is so enthusiastic, and it made me more fond of this shop.
We usually go at noon so we picked a war film to appreciate it, really have our own warmth ❤️
In the future, I will take care of the priest 老",False,0.203,0.041,0.756,0.9836
"非常推薦放鬆的地方
老闆阿圓跟LinLin非常nice.
歡迎大家來嘗試哦～","Very recommended place to relax
The boss A Yuan and Linlin are very nice.
Welcome everyone to try it ~",False,0.415,0.0,0.585,0.8851
"My favorite spot ❤️
寵物友善！水煙品質超讚！
專業水煙師一定做出你滿意的口味～","My Favorite Spot ❤️
Pet friendly!Water smoke quality is superb!
The professional water cigarette artist must make your satisfactory taste ~",False,0.349,0.0,0.651,0.8802
想要抽水煙的時候毫不猶豫就是off grid了！除了水煙完全不會讓人失望之外，也能很精準的客製化客人的需求。很少留下評論的我真的必推！還有沙發座位都太舒服了，很chill～水煙師很親切，賓至如歸。,"When you want to smoke the smoke, you don't hesitate to be Off Grid!In addition to the disappointment of water smoke, it can also be very accurate to customize the needs of guests.I really want to leave a comment!There are also sofa seats too comfortable, very chill ~ The water cigarette artist is very kind, and the guest is home.",False,0.175,0.068,0.757,0.7594
店裡佳氣，極和，水煙至好抽，水煙師所調甚劇，酒亦好飲，一小狐只許汝玩，思與地休息，此良處好地。,"The shop is good, the pole, the water cigarettes are good, the water cigarette artist is very dramatic, the wine is also good for drinking, a little fox is only allowed to play, the thought and the rest, this good place is good.",False,0.32,0.0,0.68,0.9466
環境舒服！很Chill～店家友善的態度讓人可以放鬆享受水煙和調酒 列入口袋名單第一！,The environment is comfortable!Very Chill ~ The friendly attitude of the store allows people to relax and enjoy the list of pockets!,False,0.342,0.0,0.658,0.8715
謝謝LinLin / 阿圓 / 小綠每次都能提供專業又友善的服務，這次水煙偏帶木質又清爽的口感，每一口都是享受！不論是獨自或與朋友相聚，這裡都是最佳選擇！,"Thank you Linlin / A Yuan / Xiaolu to provide professional and friendly services every time.Whether it is alone or with friends, this is the best choice!",False,0.356,0.054,0.59,0.906
"第一次跟朋友來，店員超級Nice
重點是調酒、炸物拼盤很有水準的好喝、好吃😋
水煙初體驗，抽起來很順，不懂怎麼調也可以問！
店員也很好聊～～但很不好意思抽水煙的時候不小心弄破酒杯🥺還沒有加收錢真的太感謝","For the first time with friends, the clerk super nice
The point is that bartending and fried platter are very standardized and delicious.
The first experience of the water smoke is very smooth, you can ask if you don't know how to adjust it!
The clerk is also very good to chat ~~ But I was embarrassed when I accidentally broke the wine glasses when I did n’t add money.",False,0.135,0.121,0.744,-0.3321
很適合自己來放鬆，也是和朋友聚會聊天的好地方！讓人常常想來～,"It is very suitable for relaxation of yourself, but also a good place to meet with friends!People often want to come ~",False,0.294,0.0,0.706,0.786
