Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"平常沒有喝清酒習慣
但老闆會親切介紹每種酒的特色，學到好多！
字字句句還能聽出老闆對於清酒的喜愛與推廣的心
配酒小點的起司超級好吃！好希望可以買😂
店內設計非常有特色（聽說還有獲獎）","I usually do not have the habit of drinking sake
But the boss will introduce the characteristics of each wine cordially, and learn a lot!
Words and sentences can also hear the boss's love and promotion of sake
The cheese with a small wine is super delicious!Good hope to buy 😂
The design in the store is very distinctive (I heard that there are still awards)",False,0.285,0.026,0.689,0.9793
"專業帥氣的老闆，專業的加熱機台，第一次喝到這麼棒的溫清酒，單杯計價，可以喝到多種酒品。

跟朋友合作的起士，味道口感與眾人不同。

是一個適合餐後來小酌聊天的好所在。","Professional and handsome boss, professional heating machine, for the first time, drink such a great warm wine, a single cup for price, you can drink a variety of wines.

The cheese who cooperates with friends is different from everyone.

It is a good place for meals to chat and chat.",False,0.252,0.0,0.748,0.9349
"很有氣氛得清酒吧
剛好在通化夜市旁 還可以自帶各種美食
真的好適合愛吃又愛喝清酒的我

老闆會用很慢的樹懶🦥風格但是很有條理的解釋每一瓶清酒的製作與風味 學到了很多相關知識

推薦愛喝清酒的朋友 週末見溜","Very atmospher
Just beside the Tonghua Night Market, you can also bring a variety of food
It's really suitable for me who loves to eat and drink sake

The boss will use a very slow sloth 🦥 style but well explains the production and flavor of each bottle of sake.

I recommend friends who love drinking sake to see slippery weekend",False,0.245,0.0,0.755,0.9595
適合下班後小酌或與三五好友小聚暢聊的好去處..店主專業豐富的日本酒知識..能推薦當下最對味的好酒~,Suitable for drinking after get off work or chatting with three or five friends .. The owner ’s professional and rich Japanese wine knowledge .. I can recommend the most good wine at the moment ~,False,0.279,0.0,0.721,0.908
"時尚趣味的清酒吧
酒款多元、店員專業、環境舒適","Fashionable and interesting bartender bar
Diversified wine, specialty professional, comfortable environment",False,0.4,0.0,0.6,0.7184
老闆很會介紹，酒很順口好喝,"The boss will introduce it very well, the wine is very smooth and delicious",False,0.346,0.0,0.654,0.7474
"價格合理，清酒種類豐富
會幫客人介紹適合的酒

這次參加活動氣氛很好","Reasonable price, rich types of sake
Will help customers introduce the right wine

The atmosphere of participating in the event is very good this time",False,0.301,0.0,0.699,0.8588
環境超Chill 清酒超好喝 👍🏼👍🏼👍🏼,The environment is super chill sake super delicious 👍🏼👍🏼👍🏼,False,0.365,0.0,0.635,0.91
有氣氛又充滿設計感的店，適合下班後與朋友輕鬆聚會，可以喝到很特別又順口的酒，還有帥氣的侍酒師解說清酒知識！！,"There are shops with atmosphere and sense of design. It is suitable for easy gatherings with friends after get off work. You can drink very special and smooth wine, and handsome sommeliers to explain the knowledge of sake!Intersection",False,0.269,0.0,0.731,0.9097
"氣氛不錯的店 很適合談話喝酒的地方
音樂和裝潢都很有風格 單杯價格也蠻合理的80ml 200-300上下
不用買整支酒就能好好品嚐味道
讚讚","A good atmosphere is suitable for talking to drinking and drinking
Music and decoration are very stylish single cups and quite reasonable 80ml 200-300 up and down
You can taste the taste without buying a whole wine
Praise",False,0.153,0.0,0.847,0.7579
