Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"東區新開業的酒吧，餐點種類蠻多的，有義大利麵、燉飯、水餃、牛肉麵，餐點品質不輸義式餐廳，感覺的出來是有經過設計和試菜的。大推燻鮭魚燉飯，是會讓我留下記憶的餐點！

調酒的品質也很好，推薦永恆之藍，偏有酒感卻又帶有水果的清爽香氣，比起其他太過熱鬧吵雜的酒吧，駭客酒吧環境不錯也沒那麼吵，會想再帶朋友回訪。","The newly opened bars in the East District have a lot of meals. There are pasta, stewed rice, dumplings, beef noodles, and the quality of the meal is not inferior to Italian restaurants. It feels that it has been designed and tried.Pushing the fumigation salmon stew is a meal that will leave my memory!

The quality of bartending is also very good. It is recommended to be eternal blue. It has a refreshing aroma with wine but also with fruit. Compared with other lively and noisy bars, the hacker bar environment is good. Take a friend back to visit.",False,0.156,0.038,0.806,0.9339
"酒不錯喝，價格實惠，有用心，也有濃，但是特調選擇偏少，風味大部分看起來也偏甜，
萬聖節期間來，活動大方，打卡送水餃
氣氛不錯，選曲是我的菜，雖然感覺不太像是駭客主題","The wine is good, the price is affordable, there are intentions, and there are thickness, but the special selection is small, and most of the flavor looks sweet.
Come to Halloween, the activity is generous, punch the card to send the dumplings
The atmosphere is good, the selection is my dish, although it doesn't feel like a hacker theme",False,0.241,0.056,0.704,0.9401
"食物出乎意料的好吃
這次試了一半以上的食物，基本上都沒有遇到雷的，都有在水準之上
個人偏愛水餃，醬料調得很對我的胃口，不小心就整盤嗑光
酒的部分試了0day, WannaCry 跟 KeyMan
0day 主題是芭樂跟梅粉，算是比較清爽一點
WannaCry則是非常玫瑰味的一杯酒，也是酒感不重的一杯酒
KeyMan則是帶有特殊解謎關卡的酒，在時間內解開鎖頭就可以獲贈薯條(對沒開鎖概念的人來說可能會小難，但沒開成功也能喝裡面的酒)，然後箱子裡面是12杯shot，但酒感都不重，帶有水果香氣，負擔不大
價格部分中規中矩，沒到便宜，但價錢也不會到對不起食物跟酒的品質
整體推薦","Food is unexpectedly delicious
I tried more than half of the food this time, basically I did not encounter thunder, all of which were above the standard
Personally prefer dumplings, and the sauce is tuned very much about my appetite.
The wine part tried 0Day, WannaCry and Keyman
The 0Day theme is Bale and Plum Fan, which is more refreshing
WannaCry is a very rose -flavored glass, and it is also a glass of wine that is not heavy.
KEYMAN is a wine with a special puzzle solution. During the time, unlocking the lock can get the fries to be given (for those who have no unlocking concept, it may be difficult, but you can drink the wine inside if you are not successfully opened), and then you can drink the wine inside), and then The box is 12 cups of shot, but the wine feel is not heavy.
The price is quite satisfactory, not cheap, but the price will not be sorry for the quality of food and wine
Overall recommendation",False,0.069,0.044,0.888,0.5545
零日攻擊芭樂配梅粉提升了調酒味，很讚！,"Zero -day attack Bale and plum powder improved alcohol, very good!",False,0.372,0.175,0.452,0.54
"食物好吃氛圍好 酒好喝 店員都很好看
開在我家樓下 會天天來😍","The food is delicious and the atmosphere is good.
Open it downstairs in my house will come every day 开",False,0.268,0.0,0.732,0.765
服務好、氣氛佳、菜單很有趣，服務員超可愛、很帥！ 讚讚 特條讚,"Good service, good atmosphere, menu very interesting, the waiter is super cute and handsome!Zanzan Terr",False,0.615,0.0,0.385,0.9431
"以下是一些餐酒館的五星評論範例：

1. 氣氛絕佳，食物與酒品超讚！ 我們昨晚來這裡慶祝朋友的生日，整個晚上都非常愉快！餐廳的裝潢風格很有品味，氣氛讓人放鬆。菜單上每道菜都讓人驚豔，酒單選擇也非常豐富，無論是紅酒還是雞尾酒都很出色。服務也無可挑剔，服務生非常專業且友善，會根據我們的口味推薦合適的酒品。絕對會再次光顧！

2. 服務一流，食物精緻美味 這家餐酒館絕對是我去過最好的之一。無論是開胃菜、主菜還是甜點，都充滿了創意且美味可口。特別喜歡他們的招牌雞尾酒，調酒師的技術相當純熟。服務非常周到，所有員工都笑容滿面並且細心關注我們的需求。這裡的氣氛適合與朋友小酌或是約會，非常推薦！

3. 美酒佳餚的完美搭配 我們在這裡度過了美妙的夜晚，餐酒館的設計時尚且舒適，讓人很放鬆。每一道菜餚都讓人印象深刻，尤其是搭配推薦的葡萄酒後，口感層次更加豐富。服務生也很細心，對於菜單和酒單的介紹非常詳盡，讓我們能夠做出最適合的選擇。無論是來這裡小酌還是正式晚餐，都會是一次極佳的體驗。

4. 值得一試的隱藏寶石 這間餐酒館簡直是個隱藏的寶石！我們無意中發現這裡，完全被驚艷到了。餐點非常精緻且有創意，酒品也令人驚喜，尤其是他們的手工啤酒和自製雞尾酒。環境很舒服，音樂恰到好處，能夠放鬆聊天。服務人員非常熱情且有禮貌，絕對會推薦給朋友們，並且一定會再次來訪！

5. 完美的夜晚，超乎預期 這家餐酒館讓我和朋友度過了一個難忘的夜晚。食物不僅呈現精緻，味道也相當美味，尤其是他們的招牌菜和海鮮拼盤。酒單上有很多高品質的選擇，無論是葡萄酒還是調酒都讓人驚艷。服務一流，氛圍既時尚又舒適，非常適合放鬆。這次的體驗絕對超乎我們的期待！","The following is a five -star review example of some restaurants:

1. The atmosphere is excellent, and the food and wine are great!We came here last night to celebrate the birthday of my friends, and it was very happy all night!The decoration style of the restaurant is very tasteful, and the atmosphere is relaxed.Each dish on the menu is amazing, and the choice of wine lists is also very rich. Both red wine and cocktails are excellent.The service is also impeccable. The waiter is very professional and friendly. It will recommend the appropriate wine according to our taste.Absolutely patronize again!

2. Serving first -class, delicate and delicious food. This restaurant is definitely one of the best I have been.Whether it is appetizing dishes, main dishes, or desserts, they are full of creativity and deliciousness.I especially like their signature cocktails, and the technology of the bartender is quite familiar.The service is very thoughtful, all employees smile and pay attention to our needs.The atmosphere here is suitable for drinking or dating with friends, it is very recommended!

3. The perfect combination of wine and food we have spent a wonderful night here. The design of the restaurant is fashionable and comfortable, making people very relaxed.Each dish is impressive, especially after the recommended wine, the taste level is richer.The waiter is also very careful. The introduction of the menu and wine list is very detailed, so that we can make the most suitable choice.Whether it is here for a drink or a formal dinner, it will be an excellent experience.

4. The hidden gem that is worth trying is a hidden gemstone!We accidentally discovered this, and we were completely amazing.The meal is very delicate and creative, and the wine is also surprising, especially their handmade beer and homemade cocktails.The environment is very comfortable, the music is just right, and it can relax and chat.The service staff is very enthusiastic and polite, will definitely recommend it to friends, and will definitely visit again!

5. Perfect night, beyond expectations, this restaurant made me and my friends spend an unforgettable night.The food is not only exquisite, but also the taste is quite delicious, especially their signature dishes and seafood platter.There are many high -quality options on the wine list, whether it is wine or bartending, it is amazing.The service is first -class, the atmosphere is both stylish and comfortable, and it is very suitable for relaxation.This experience is absolutely beyond our expectations!",False,0.192,0.006,0.802,0.9965
燉飯跟義大利麵都很好吃！海陸炸物拼盤也超推～還可以根據自己的口味特製喜歡的酒跟shot！是很值得回訪的餐酒館💞,Both stew and pasta are delicious!The sea and land fried objects are also pushed ~ You can also make the wine and Shot that you like it according to your own taste!It's a dining tavern worth visiting 💞,False,0.205,0.0,0.795,0.8513
很乾淨 很新 室內不抽菸空氣很好 食物好吃😋,"Very clean and new room, no smoking air, good food, delicious food 😋",False,0.421,0.097,0.483,0.8122
"餐點很優秀
鮭魚燉飯、炸物、松阪豬等都蠻驚豔
服務人員都很親切！！
運氣很好，還遇到一個女生店員
像朋友一樣陪你聊天
問你想喝什麼酒、調酒都很棒
現場氣氛也很好
很適合聚會聊天約會
是會想再來的店 ❤️","The meal is excellent
Salmon stew, fried, Matsusaka pigs, etc. are all amazing
The service staff are very kind!Intersection
Good luck, I also met a girl clerk
Chat with you like a friend
Ask what wine you want to drink and bartender are great
The atmosphere at the scene is also very good
Very suitable for party chat and date
The shop you will want to come again ❤️",False,0.357,0.0,0.643,0.9846
