Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"店內兩位店員長相極度反差
但都很不錯
有各自的風格
酒類基底很不錯
不會因為調酒就用爛的
酒精濃度也夠，一杯可以就夠醉了
很安靜 環境不錯
會想再來","The two clerks in the store are extremely contrast
But it's all good
Have their own styles
The alcohol base is very good
It won't use bad because of bartending
Alcohol concentration is enough, a cup can be drunk enough
Very quiet environment is good
Will want to come again",False,0.268,0.048,0.684,0.9339
"披薩 玉米脆片 派 都好好吃
酒當然更頂！
還能請他們特調
啤酒也有多款可挑選 有一個好像是招牌
喝起來有淡淡的蜂蜜香
店內人員服務風格 更像朋友一些
整個氛圍很舒服輕鬆
一樓可以射飛鏢 一人10塊
二樓還能免費唱歌 瘋狂點酒來喝就對了","Pizza corn crisp pieces are delicious
The wine is of course even more!
Can also invite them
There are also a variety of beer.
Drink a faint honey fragrance
The service style in the store is more friendly like friends
The whole atmosphere is very comfortable and easy
You can shoot a darts 10 yuan on the first floor
You can sing freely on the second floor, just drink it crazy, just drink it.",False,0.268,0.051,0.681,0.9654
"有不少特色啤酒，口感也都蠻不錯，店員很可愛也很熱情，餐點口味很不錯，特別是各種英式傳統派,pizza也很好吃，很適合下班後去吃點東西喝點酒放鬆一下","There are many special beer, and the taste is pretty good. The clerk is cute and enthusiastic. The taste of the meal is very good, especially the various British traditional schools. Pizza is also delicious. Loose a wine",False,0.404,0.042,0.554,0.9617
氣氛非常佳 店員也都非常熱情 搭配歐洲杯真的好爽,"The atmosphere is very good, the shop assistant is very enthusiastic with the European Cup",False,0.34,0.0,0.66,0.7708
"老闆是外國人
Pizza好吃
環遊世界真的很暈
常客很多的店
氣氛很好
有很多我沒喝過的啤酒
Happy hour的價格很讚
推推","The boss is a foreigner
Pizza delicious
Traveling around the world is really dizzy
There are many restaurants
The atmosphere is very good
There are a lot of beer I haven't drank
Happy Hour's price is great
Push",False,0.224,0.106,0.671,0.7784
牛肉捲好吃，店員很nice，唱歌也很棒，有點不太守規矩還是很包容，真的很不好意思，感謝。,"The beef roll is delicious, the clerk is very nice, the singing is also great, it is a bit unsuccessful, it is still very embarrassed, thank you.",False,0.342,0.132,0.525,0.8548
上次來的時候氣氛極佳，無論是店員的服務以及食物上的品質都是特別的讚，還有招待我們許多好吃好喝的東西，值得二訪嘻嘻,"The atmosphere was excellent last time. Whether it was the service of the clerk and the quality of the food, it was particularly praised, and there were many things that entertaining many of us. It is worth the second visit.",False,0.25,0.0,0.75,0.8999
真的是一個很棒的Bar！店員很有趣，服務也很好，帶外國朋友去，我們都有很棒的體驗🥰,"It is really a great bar!The clerk is very interesting and the service is very good. Bringing foreign friends, we all have a great experience 🥰",False,0.524,0.0,0.476,0.9785
酒好喝食物好吃氣氛讚，大推！,"The wine is delicious and delicious, push!",False,0.606,0.0,0.394,0.8268
"吃飽飯想跟朋友續攤，但單純只是想要喝些什麼
經過店門口老闆開門熱情的招待跟介紹，剛好也有無酒精的飲料於事想說來嘗試看看
沒想到氣氛超好👍也很喜歡這杯無酒精的mojito 🌱
一定會再訪","I want to renew with friends with a full meal, but I just want to drink something
After passing the enthusiastic hospitality and introduction of the owner of the shop door, there are just no alcoholic beverages to try to see it
I didn't expect the atmosphere to be super good 喜欢 I also like this cup of alcohol -free mojito 🌱
Will definitely visit again",False,0.333,0.032,0.635,0.979
"看球氣氛超棒
二樓平常還可以唱歌
一樓可以打標
酒價合理
重點是這邊Pizza極好吃
推爆","The atmosphere of watching the ball is great
You can still sing on the second floor
You can mark on the first floor
Reasonable wine price
The point is that Pizza is very delicious here
Explosion",False,0.192,0.0,0.808,0.8439
這次因為朋友的聚餐辦在這裡，和幾個好友，一同享樂，這裡有很多外國人，一邊喝酒一邊聊天，而且價位也很合理，氣氛也很不錯，若有機會還會來關顧，只不過有點可惜的一方是DJ放得音樂似乎都是那幾首，如果可以多變化一點，會更好喔~~很喜歡,"This time because my friend’s dinner is here, and I enjoy it with a few friends. There are many foreigners here to chat while drinking, and the price is very reasonable and the atmosphere is very good. But the unfortunate one is that DJ's music seems to be all of them. If you can change a little more, it will be better ~~ I like it very much",False,0.168,0.05,0.781,0.8098
