Original,EN,Needs Review,Positive,Negative,Neutral,Compound
好玩，氛圍好，可以很多人玩了，還有包廂可以預約抵低消，慶生活動或包場,"Fun, the atmosphere is good, many people can play, and the box can make an appointment to disappear, celebrate the birthday or the searcation",False,0.37,0.057,0.572,0.886
食物全天候供應這點很棒，種類選擇也很多～都蠻好吃的，還可以唱歌、玩遊戲很不錯，推薦大家台北可以揪朋友來這裡一起吃喝玩樂,"Food is great all over the weather, and there are many types of choices ~ They are all delicious. You can also sing and play games. It is recommended that everyone in Taipei can come here to eat, drink and play together",False,0.28,0.0,0.72,0.9246
"地點離捷運站不遠，步行可抵達
餐點水準很高且份量感十足
一人前去也不會感到無趣","The location is not far from the MRT station, you can reach the walk
The level of meals is very high and the sense of weight is full
I will not feel boring if one person goes",False,0.08,0.0,0.92,0.2644
想不到夜色talking bar的服務人員超會聊天，更會帶氣氛，玩遊戲過程相當歡樂愉快，從撲克牌、骰盅遊戲等都有，有別於一般酒吧的尬聊，真是有趣多了，只要帶著玩玩放鬆的心情，享受愉快的夜晚。更不能錯過夜色摩天輪，每一杯都好喝，不論三五朋友共歡暢飲，或是與服務人員玩遊戲，摩天輪絕對必點。,"Unexpectedly, the service staff of the night Talking Bar will chat with the atmosphere, and the game is quite happy and happy. It is different from playing cards, dice cup games, etc., which is different from the embarrassing chat of ordinary bars. Play a relaxed mood and enjoy a pleasant night.You can't miss the night Ferris wheel. Each cup is delicious. Regardless of the three or five friends, you drink and play games with the service staff.",False,0.325,0.026,0.649,0.9816
"多種設施可以派對遊戲
也有很多好喝ㄉ酒
還能唱歌
可以跟裡面的小哥哥小姊姊一起唱歌玩遊戲
很不錯ㄉ地方","A variety of facilities can be sent to the game
There are also a lot of delicious wine
Can sing
You can sing and play games with the little brother and sister inside
Very good place",False,0.22,0.0,0.78,0.8516
在東區發現了一家 👀下班後及假日可以小酌的好去處 🍻 氣氛還蠻不錯的還可以唱歌 🎤 一樓有開放的吧台跟桌椅🍸二樓有獨立的包廂空間 🏙 三樓還有網美拍照與遊戲區 🎯 又發現了新大陸 😁,"In the East District, I found a good place to go after work and holidays. The atmosphere is quite good. You can sing. You can sing on the first floor. The photo and game area 了 found the new continent 😁",False,0.222,0.0,0.778,0.8932
"餐點好吃 氣氛佳❤️
還有ktv 可以唱🎤
店員長得又帥又可愛 😍
簡直是顏值爆擊💓還會陪聊天
心情會變超好🫶🏻","The delicious meal is delicious ❤️
And KTV can sing t
The clerk is handsome and cute
It's just a face -value explosion 颜 can accompany chat
The mood will become super good 超",False,0.449,0.0,0.551,0.9712
氛圍很不錯，小哥哥也很親切，還被招待了一杯聖誕特調好喝喔！,"The atmosphere is very good, the little brother is also very kind, and he was entertaining a glass of Christmas special to taste!",False,0.402,0.0,0.598,0.9149
"服務很好...調酒口感可以客製化...我個人喜歡百香花園...好喝
很適合朋友聚會👍😊","The service is very good ... the bartending taste can be customized ... I personally like Baixiang Garden ...
Very suitable for friends gathering",False,0.301,0.0,0.699,0.8425
氣氛很好！餐點也很好吃！服務人員態度很好親切！值得一推的聚會地點，2樓有包廂，適合三五好友聚餐。3樓有遊戲間，太讚了👍,"The atmosphere is good!The meal is also delicious!The attitude of the service staff is very good!It is worth pushing the place where there is a box on the second floor, which is suitable for three or five friends to dinner.There is a game room on the 3rd floor.",False,0.118,0.0,0.882,0.7302
酒很好喝~餐點也好吃到驚人！🤩老闆是不是應該考慮Uber Eats合作一下😂😂😂 …,The wine is delicious ~ The meals are so delicious!Should the boss of 考 Should I consider Uber Eats and cooperate with ...,False,0.154,0.0,0.846,0.6114
