Original,EN,Needs Review,Positive,Negative,Neutral,Compound
簡單的室內裝潢，沒有過多華麗喧鬧的裝飾只有認真挑選的葡萄酒，從舊世界到新世界一應俱全，老闆對於葡萄酒的知識豐富可以推薦適合的酒款，對於新手老手都是很棒的聚會場所，裡面的裝飾重點紙花美到翻天也超級適合姐妹們去大拍特拍，推薦給大家🙌🙌 …,"Simple interior decoration, there are not too many gorgeous and noisy decorations, only the wine that is carefully selected, from the old world to the new world. The boss can recommend suitable wines for wine. For the place, the decorative key paper flowers are so beautiful that the sky is super suitable for sisters to take a big shot, recommend it to everyone ...",False,0.199,0.064,0.737,0.8878
酒好喝，老闆很帥，很想一直來😍,"The wine is delicious, the boss is very handsome, I really want to keep coming all the time",False,0.369,0.0,0.631,0.831
很棒很舒適的地方，老闆很親切，紅酒冰沙👍👍👍 …,"Very comfortable and comfortable place, the boss is very kind, red wine smoothies 👍👍👍 ...",False,0.39,0.0,0.61,0.8968
如果想了解紅酒、如果想要不一要的聊天氛圍、如果想讓外地來的朋友開心，來這，你會收穫滿滿，值得讓你消費的店家,"If you want to know red wine, if you want to chat at the atmosphere, if you want to make friends from outside the country happy, come here, you will get full, deserve to make you consume",False,0.251,0.0,0.749,0.8271
老闆對紅酒非常的專業也很細心的解說,The boss is very professional and carefully explained about red wine,False,0.15,0.0,0.85,0.1935
"Chill place
每次來都好像看到老朋友
野餐風的包廂很特別
台北少見的輕鬆","Chill Place
Every time I come, I seem to see my old friend
The box of picnic wind is very special
Rarely in Taipei",False,0.22,0.0,0.78,0.7346
"店內約有 40 個位置，
音樂輕鬆，店內氛圍很好，
以紅白酒為主，超過 40 種選項，
但非調酒店喔～ 也沒有食物。

店內有一面網美牆，適合拍照打卡，
也適合活動包場，
老闆人很好也很專業，很會推薦酒款，
喜歡紅白酒的朋友可以參考。

Nice bar that serves red wine and white wine, no cocktail or food.
Love the music and the atmosphere here:)","There are about 40 positions in the store,
The music is easy, the atmosphere in the store is very good,
Mainly red and white wine, more than 40 options,
But non -adjusted hotels ~ There are no food.

There is a net beauty wall in the store, suitable for taking pictures and punching cards.
It is also suitable for event contracting,
The boss is very good and professional, and he will recommend wine.
Friends who like red and white wine can refer to.

Nice Bar that server red wine and white
Love the music and the atmosphere here :)",False,0.293,0.022,0.685,0.989
"老闆帥氣，環境和酒絕對不會讓你失望
不管你懂不懂紅酒，來就對了，給你一個很棒的感官饗宴。","The boss is handsome, the environment and wine will never disappoint you
Whether you understand red wine, it's right, give you a great sensory feast.",False,0.303,0.0,0.697,0.8611
"1. 氣氛佳
2. 點了150元的玉米片，原以為是有搭配莎莎醬。嚐了一片後，是味道熟悉的「多力多滋」，與期望落差頗大。","1. Good atmosphere
2. Ordered 150 yuan of corn slices, originally thought that there was a Sasa sauce.After taste it, it is a familiar ""Duolito"", which is quite different from expectations.",False,0.088,0.0,0.912,0.4404
點了玉米片，一份150，結果上來根本是多力多滋.......這樣至少也提供個莎莎醬偽裝一下吧！,"Ordered corn slices, a copy of 150, and the result is simply a nourishment ......... at least provide a Sasha sauce to pretend!",False,0.0,0.071,0.929,-0.1759
