Original,EN
"調酒類很好喝，尤其酒味濃郁很不錯，試了三款都很喜歡。是下次必會在回訪的店家。店內小小但空間很舒適，很棒。
店家還很貼心請喝Shot互動，很可惜沒有多聊下，下次會想在去。","The bartender is very delicious, especially the strong wine taste is very good. I like three models. I like it.It is the next time you will be visiting the visit.The shop is small but the space is very comfortable and great.
The store is also very intimate, please drink Shot interactive. Unfortunately, I didn't talk much, and I would like to go next time."
"‘’老吧老闆aka靈魂調酒aka恩熙俊模仿大賽第一名Andy真的太🐮了‘’
以上這句話進店門口馬上拉高10db給我念一遍，Andy就會知道你是我homies，(可能)沒訂位有機會偷偷候補1，而且今晚絕對讓你從老吧回家找老爸😝

btw其實這裡是一家被辛拉麵耽誤的酒吧🍜
記得再補一句‘’老闆我好想吃你shot麵‘’，保證可以獲得一碗起司辛拉麵以及一杯shot（或者更多杯？看你有多ㄎㄧㄤ有多需要回家找老爸），喔對了別忘了付錢🔥

如有雷同，真的不是巧合，就是真的，請接受莫名其妙被恩熙俊塞了幾杯shot的現實💯","‘’ Lao Bao boss Aka soul bartending Aka Enxi Jun imitating the first place of the competition Andy is really too much ‘’
The above sentence will be pulled up at the door of the store immediately for 10db to read it for me. Andy will know that you are my Homies. Dad 爸

BTW is actually here is a bar delayed by Sxy Noodles 🍜
Remember to make up another sentence '' boss, I really want to eat your shot noodles '', to ensure that you can get a bowl of a bowl of Kisinsin ramen and a cup of shot (or more cups? See how much you need to go home and find your dad. ), Oh, don’t forget to pay 🔥

If there is a similarity, it is really not a coincidence, it is true, please accept the reality of some cups of shot by Enxi Jun."
老闆很有耐心、人很好，也很健談！調酒不錯～價格也很親民喔，只是食物比較少！但很適合跟朋友暢談🩶,"The boss is very patient, good, and talkative!The bartender is good ~ The price is also very close to the people, but there are relatively few foods!But it is very suitable to talk to friends 跟"
很棒的酒吧，調酒好喝，昨晚謝謝女服務生後來幫我們從高腳椅換到比較舒服的沙發座椅區，也謝謝女服務生很親切的一直補水給我們跟陪我們一起喝shot,"A great bar, bartender is delicious. Thank you for helping the female waiter to help us change from high chair to a more comfortable sofa seat area. Thank you for the female waiter. shot"
酒超好喝，店員人都很好！非常適合聚餐小酌,"The wine is so delicious, the clerk is very good!Very suitable for dinner"
"歡迎追蹤菁菁有味 ig:cc05081228

餐點：炒手 好吃！不會很辣🔥❌

調酒喝了兩杯 都蠻好喝的
#睡了莓 有草莓乾 超好吃的啦！🥹🍓
喝起來就是草莓優若乳☺️

第二杯叫做蜜桃冰茶也很讚
感覺後勁都是蜜桃冰茶來的😆","Welcome to track Jingjing taste IG: CC05081228

Meal: The fried hand is delicious!Not very spicy 辣

It's pretty delicious after drinking and drinking for two glasses
#Is so delicious!Bleak
Drinking is strawberry excellent milk 草️

The second cup is called peach ice tea.
I feel that the stamina is all from peach ice tea"
"隱藏在雙連捷運站的小巷，需要先預訂，老闆會介紹酒單，當天店內氣氛很好，還被請了shot，是一個適合放鬆的地方😃
調酒非常好喝順口，可以依照個人喜好調酸甜！滷味也很推，好吃到又點了第二輪調酒，是會想再回訪的Bar!
#0916","Hidden in the alley where the Shuanglian MRT station, you need to book it first. The boss will introduce the wine list. On the day
The bartending is very delicious and smooth, you can adjust the sourness according to your personal preferences!Loi is also very pushing, so delicious that I ordered the second round of bartending, it is BAR who wants to return to visit again!
#0916"
"酒類消費一杯平均390-450(已含一成服務費)

酒真的好喝，同桌友人一致決議會再訪👍

酒保老闆很有技術很會調，而且又帥又可愛😆
美女服務生也是很熱情專業、親切友善，還很可愛❤️

空間是酒紅色基調的復古風，洗手間也算乾淨，還有很多小備品很用心

地點就在雙連捷運站2號出口，出來後往左後方迴轉，第一條巷子口，走路30秒就到

大推❤️","Averages of alcohol consumption of 390-450 (containing 10 % service fee)

The wine is really delicious, and the same table friend's unanimous resolution will visit again 👍

The boss boss is very skilled and handsome, and handsome and cute
Beauty waiters are also very enthusiastic, kind and friendly, and cute ❤️

The space is the retro style of the wine red tone.

The location is exported to the 2nd MRT station. After coming out, go to the left and rear. The first lane mouth, walk for 30 seconds to arrive

Big push ❤️"
這裡氣氛非常好，而且因為新開的，老闆還招待我們一杯shot，有夠好喝的，shake得很帥😆😆非常推薦烏龍冰茶，喜歡甜甜味道跟重一點酒感的可以選擇這杯，如果喜歡喝紅酒的可以選娘娘喝酒，真的很讚，下次會再回訪滴~❤️ …,"The atmosphere here is very good, and because of the newly opened, the boss also entertains us with a cup of Shot, which is delicious enough. Shake is handsome. I recommend oolong ice tea. If you like sweetness and heavy wine Cup, if you like to drink red wine, you can choose a mother -in -law to drink. It is really good. I will visit again next time ~ ❤️ ..."
"中山雙連一帶一直沒有安靜低調的酒吧
下班剛好跟同事想小酌聊天
Google搜尋到這家似乎是新開幕的酒吧

老闆很親切的推薦店內各式調酒
今天點的是外面少見的紫蘇口味特調
朋友開車還好還有無酒精飲料 口味也不無聊

後來加點的sangria也好喝👍🏼
價位算合理無負擔
會想再回訪","There has been no quiet and low -key bar in Zhongshan Shuanglian
I just want to chat with my colleagues after get off work
Google searched this bar that seemed to be the newly opened bar

The boss is very kind to recommend all kinds of bartending in the store
Today, I ordered the rare purple flavor of the outer.
Friends are fortunate or not with wine and fine beverage.

Later, SANGRIA, which was added, was also delicious.
The price is considered reasonable and no burden
Will want to return to visit"
路過沒訂位進來問問，有小座位可以收留，可以刷卡，酒單滿多選擇的，還有簡單的氣炸鍋餐點跟泡麵、水餃。,"Come in without a booked seat. If you have a small seat, you can collect it, you can swipe your card, choose a lot of wine, and there are simple air -frying pot meals and instant noodles and dumplings."
和朋友點了四杯調酒都好好喝～兩位調酒師還請我們喝了兩杯shot！鹹酥雞炸得超好吃！還給我吃蘋果乾跟烤棉花糖💕超級貼心的一直幫我們倒水～第一次去到想給五星的酒吧(˶'ᵕ'˶)辛苦了～～ …,"I ordered four cups of bartending with friends. The two bartender also invited us to drink two cups of Shot!The salty crispy chicken fried so delicious!Also give me an apple dried and grilled marshmallow 💕 Super intimately help us pour water ~ For the first time, I went to the bar that I wanted to give five stars (˶'ᵕ'˶)."
"意外發現隱身在雙連捷運站附近的巷弄，調酒很好喝，老闆也認真學習嘗試各種調酒，是一間會驚豔的小酒吧。
如果你有點餓或是嘴饞，大推他們的水餃，很好吃。
來一遭你就會流連忘返了。","I accidentally found that the alleys near Shuanglian MRT station were accidentally found. The bartender was delicious. The boss also carefully learned to try all kinds of bartender. It is a stunning little bar.
If you are a little hungry or mouthful, push their dumplings, and it is delicious.
As soon as you come, you will linger."
