Original,EN
"酒很好喝 高級酒也很多 唱歌設備好
還能唱日K
但這都不是重點
重點是老闆太帥了 又會唱歌 ❤️
請多多去朝聖一下各位(*¯︶¯*)","The wine is delicious and high -grade wine is also good for singing equipment
Can also sing day K
But this is not the point
The point is that the boss is too handsome and sing again ❤️
Please go to the pilgrimage (*¯︶¯*)"
貴店來過好幾次~設備歌曲一應俱全然後老闆好客熱情是不容錯過好去處,Guiden has been here several times ~ The equipment songs are all available and the boss is enthusiastic about the hospitality.
"這裏真的是一個非常好的地方
放鬆舒適，有些像到朋友家的感覺
消費合理實在，大力推薦","This is really a very good place
Relax and comfortable, some look like a friend's house
Consumption is reasonable and realistic, highly recommended"
"謝謝老闆的新婚香檳🍾️
我們玩了很開心的一晚❤️ 下次聚會還會再來的
老闆唱歌嗓音非常有味道噢！
調酒口感豐富很值得杯杯乾😆 …","Thank you boss for your newlywed champagne 谢谢️
We played very happy all night ❤️ The next party will come again
The boss singing voice is very delicious!
Rich bartending taste is worthy of a cup 😆 ..."
老闆娘美麗大方，幽默健談，場地舒適，曲目也相當豐富，練歌的好地方，下次有機會再去嘗試一下調酒的部分！,"The boss is beautiful and generous, humorously talks, the venue is comfortable, the track is also quite rich, the good place to practice songs, there will be a chance to try the bartender part next time!"
練歌又可以跟歌友互動与分享，切磋；客人比較和善，安全的唱歌環境；老闆娘氣質大方，推薦的好地方。,Practicing songs can also interact and share with singers; guests are more kind and safe singing environment; the boss is generous and recommended.
下午（1400:-19:00）練歌的好地方~可以邀老闆娘一起來男女合唱哦！喝咖啡 或茶（無咖啡因）或想小酌皆可以！還能抽Re紅包下次折抵消費，非常划算！,下午（1400:-19:00）練歌的好地方~可以邀老闆娘一起來男女合唱哦！喝咖啡 或茶（無咖啡因）或想小酌皆可以！還能抽Re紅包下次折抵消費，非常划算！
我很愛唱歌 但又不喜歡太多人 甚至有時候也會1個人獨自來這練歌 已經來這好幾次了 這邊想小酌也OK 想3~5個K歌也OK 除了該有的歌曲外 日文歌曲也都有 真心的推薦給大家 還有記得 來這邊要記得跟老闆娘領紅包喔 回饋很不錯的,我很愛唱歌 但又不喜歡太多人 甚至有時候也會1個人獨自來這練歌 已經來這好幾次了 這邊想小酌也OK 想3~5個K歌也OK 除了該有的歌曲外 日文歌曲也都有 真心的推薦給大家 還有記得 來這邊要記得跟老闆娘領紅包喔 回饋很不錯的
"老闆唱歌很好聽🎤
a.k.a林森北路動力火車
環境乾淨友善 推推👍 …","The boss sings very nice 歌
A.K.A Linken North Road Power Train
The environment is clean and friendly push ..."
"今天比較多客人大家也都很熱情
除了唱歌，原本不認識的人們也會很自然的舉杯聊天，氣氛很好很熱鬧
比之前多了一個新的舞台，不大但很精緻，在舞台上面對所有觀眾唱歌，不一樣的唱歌體驗很棒！
不需要太高的消費，就可以不用管外面艷陽高照或是磅礡大雨，可以安心在這裡吹冷氣喝飲料唱歌，非常輕鬆自在享受，很棒的消費體驗","Today, there are many more guests, everyone is very enthusiastic
In addition to singing, people who originally did not know would naturally toasting and chatting. The atmosphere is very good and lively.
There is a new stage than before. It is not big but exquisite. Singing all the audience on the stage, the different singing experience is great!
If you don't need too high consumption, you can do n’t care about the sun or heavy rain outside or heavy rain. You can feel at ease here to drink drinks and sing drinks. It is very easy to enjoy."
