Original,EN,Needs Review,Positive,Negative,Neutral,Compound
今天來這間位於迪化街內的小酒吧，他很特別！除了紅白酒、威士忌、啤酒跟雪茄，他還舉辦了小型的藝術發表會，可以說是斜槓斜槓再斜槓，但真的很好！因為內容太豐富了，很難用文字多深入的形容，不過消費不貴，加上周遭很適合慢旅，就多來幾次，多感受吧。如果遇到女主人，一定也要跟她多聊聊。她更是能如此讓這間看似簡單的店能非常豐富的ㄧ個重點喔！,"I came to this small bar in Dihua Street today, he is very special!In addition to red and white wine, whiskey, beer and cigar, he also held a small art publication conference. It can be said that the slash is inclined, but it is really good!Because the content is too rich, it is difficult to describe how deep the text is, but the consumption is not expensive. In addition, it is suitable for slow travel around the surroundings. Just a few more times and feel more.If you meet the hostess, you must talk to her more.She can make this seemingly simple store that can be very rich!",False,0.093,0.04,0.866,0.8525
"雪茄總類蠻多的價格實惠
環境氣氛很好
酒類選擇眾多，最喜歡紅白酒…好喝一直喝","There are quite a lot of cigar cigarettes with affordable prices
The environmental atmosphere is very good
There are many choices of wine, I like red and white wine the most ...",False,0.159,0.0,0.841,0.6901
"老闆人帥又大方，每樣酒老闆都會一一介紹，讓你能喝到自己適合的口感，環境氣氛非常良好適合下班放鬆，朋友聚會聊天的好地方！
雪茄品項豐富，對於雪茄有不懂的老闆更是會細心的介紹，有不喝酒的也有飲料能喝，真的是很棒的餐酒館呢！
真的非常值得嘗試！！","The boss is handsome and generous. Every wine boss will introduce them one by one, so that you can drink your suitable taste. The environment atmosphere is very good suitable for relaxation from get off work. Friends meet a good place!
The cigar is rich in items, and the boss who do not understand cigars will introduce it carefully. Some people who do n’t drink and have drinks can drink. It is really a great dining tavern!
It's really worth trying!Intersection",False,0.308,0.0,0.692,0.9844
迪化街舒適一角非角啜莫屬，很有情調的一間餐酒雪茄館，很適合下班小酌歇息一下，多款酒都是我喜歡的，服務貼心誠懇，餐點簡單卻細緻，真心推薦大家來坐坐。,Dihua Street is comfortable in one corner of one corner. A very emotional meal wine cigar museum is very suitable for a drink for work. A variety of wines are my favorite. The service is intimate and sincere. The meals are simple but meticulous. Recommend everyone to sit.,False,0.199,0.0,0.801,0.827
"老屋改建的酒吧，空間同時保有大稻埕老屋的特色，吧台又乾淨俐落，很喜歡這種新舊融合的感覺。

酒很好喝，如果不知道要點什麼酒的話，老闆也會根據自己的喜好推薦。是個適合三五好友下班或週末一起喝一杯的地點，推推！","The bar re -rebuilt in the old house, the space also retains the characteristics of the old house of Dadaocheng. The bar is clean and neat.

The wine is delicious. If you don't know what wine is to order, the boss will recommend it according to his preference.It is a place suitable for three or five friends to drink a cup together or weekend, push!",False,0.203,0.0,0.797,0.9359
晚一點的迪化街小巷弄，感覺竟然非常愜意！沒有壓力，喝點酒聊天，想在外面站著也都很舒適，巷弄不會有夜市那種臭味。老闆懂酒，finger food也會考慮配什麼酒好，下班後跟朋友聊天chill放鬆的新點！,"The late Dihua streets and alleys felt very comfortable!There is no pressure, drinking some wine and chatting, it is very comfortable to stand outside, and there will be no smell of night market.The boss understands wine, Finger Food will also consider what wine is good, and chat with friends after work after get off work!",False,0.207,0.034,0.759,0.8787
很喜歡店內的裝潢氣氛 食物也很好吃尤其是牛肉派 到店裡必點雪茄跟酒 老闆人很客氣 會一一的介紹雪茄種類 成分跟產地,I really like the decoration atmosphere in the store and the food is also delicious. Especially the beef sent to the store must order cigars and the wine boss very polite to introduce the cigar type ingredients and origin,False,0.149,0.0,0.851,0.7574
"酒類好喝 食物又好吃 雪茄很順好抽
種類豐富 選項多元 店員輕切好聊
老闆超帥🥵推一個","The wine is delicious and delicious cigar is very smooth.
Rich options Multi -shop clerk lightly chat
The boss is super handsome and pushes one",False,0.479,0.0,0.521,0.9606
舒服放鬆的環境，酒類、食物種類多又好吃，尤其是紅酒跟牛肉派真的值得推薦唷～👍,"A comfortable and relaxed environment, there are many types of alcohol and food, especially red wine and beef schools are really recommended 唷 ~ 👍",False,0.272,0.0,0.728,0.8221
是一間很有質感以及很有風格的店 酒以及餐點也是特別好吃 值得一去再去,It is a very textured and stylish shop wine and meals.,False,0.0,0.0,1.0,0.0
純飲Bar 酒的種類很多，口感都不錯，如果不喜歡太烈的酒，啤酒的選擇也很多，環境還蠻chill的。,"There are many types of pure drink BAR wine, and the taste is good. If you don't like too strong wine, there are many choices of beer, and the environment is quite chill.",False,0.077,0.128,0.796,-0.2292
環境舒適又安靜，整體的裝潢很有質感，重點是酒真的好喝，我會再度光臨,The environment is comfortable and quiet. The overall decoration is very textured. The focus is that the wine is really delicious. I will come again,False,0.241,0.0,0.759,0.807
"牛肉餡派好好吃
松露蕈菇雞湯必點
無酒精白酒很優秀
老闆有麒麟臂","Beef fillings are delicious
Tulu mushroom chicken soup must be ordered
No wine fine white wine is excellent
The boss has a unicorn arm",False,0.237,0.122,0.641,0.6816
雪茄、食物都超棒 一級棒棒,Cigar and food are superb first -class sticks,False,0.369,0.0,0.631,0.6249
牛肉餡餅好吃 酒很好喝 👍,Beef pie is delicious and delicious 👍,False,0.552,0.0,0.448,0.8126
