Original,EN,Needs Review,Positive,Negative,Neutral,Compound
隱身巷弄靜謐的空間，店內舒適，調酒師待客親切，點的兩杯酒酒感和口味很合我胃口,"The quiet space of the invisible alley, comfortable in the store, the bartender to be cordial, the two glasses of wine and taste are very suitable for my stomach",False,0.105,0.0,0.895,0.5106
"Highly recommend for people who likes quiet and chill vibe. It’s Taiwanese traditional style building with new decorations, the bartender which is also the bar owner is super nice and professional!

The cocktails are based on tea flavors with smooth drinks. Unique menu.

老屋改造的酒吧很有氛圍，寧靜中又悠哉。調酒以茶為基底為主，很有創意又順口。大推！","Highly RecomDend for People Who Likes Quiet and Chill Vibe. It ’s Taiwanese TRADITIONAL Style Building with New Decorations, The Bartnder Which IS Also the Bar Own Er is super nice and propractal!

The cocktails are base on Tea Flavors with Smoolh Drinks. Unique Menu.

The bar renovated by the old house is very atmosphere, and it is quiet.The bartending is mainly based on tea, which is very creative and smooth.Push!",False,0.165,0.0,0.835,0.9228
新開的，平日應該很清淨，聽說假日要訂位。,"Newly opened, it should be very clean on weekdays.",False,0.272,0.0,0.728,0.4576
"細緻安靜、底蘊厚實的小桃源☺️
對我來說這是以酒創作的茶屋，完美融合在地跟世界元素。適合一個人找根、兩個人認識、幾個人相聚。

Hidden treasure. You’ll see what I mean.

Le meilleur bar a Taipei.","Xiaotai Taoyuan with meticulous and quiet and thick heritage ☺️
For me, this is a tea house created by wine, perfectly integrated with the world elements.Suitable for one person to find roots, two people know, and get together.

Hidden treasure. You ’ll see what I mean.

Le Meilleur Bar A Taipei.",False,0.192,0.0,0.808,0.886
很舒適的酒吧，適合同事好友下班後小酌,"Very comfortable bar, suitable for colleagues and friends to drink after get off work",False,0.358,0.0,0.642,0.7713
"氛圍很chill
一進門就有淡淡的木頭味道，很喜歡！
厭倦了吵吵鬧鬧的喝酒環境，想邊喝品質好的酒一邊聊天的話這裡是一個好選擇！","The atmosphere is very chill
As soon as you enter the door, you have a faint taste of wood, I like it very much!
Tired of a noisy drinking environment, if you want to drink quality and chat, you are a good choice!",False,0.145,0.097,0.758,0.3412
"喜歡這裡的季節水果特調
環境舒適，音樂和音響的安排也很舒服不會太吵
是適合在逛完迪化街後來此小酌一杯的好地方
（然後這邊有夏翠斯，懂的就懂）","Like the seasonal fruits here
The environment is comfortable, and the arrangement of music and audio is very comfortable and it will not be too noisy.
It is suitable for a good place to have a drink after visiting Dihua Street.
(Then there is Xia Cuius here, you know if you know)",False,0.227,0.0,0.773,0.9155
"裡面的氣氛很好 有種木質香很舒適
推推裡面的奶酒（沒在菜單上）很甜 沒有酒味","The atmosphere inside is very good.
Push the milk wine inside (not on the menu) very sweet without wine",False,0.276,0.0,0.724,0.7569
大稻埕優質酒吧 裡面有一股木質調的香味 bartender 人很好 氛圍很放鬆,There is a wooden tone fragrance Bartender in Dadaocheng high -quality bar.,False,0.0,0.0,1.0,0.0
"讓人身心放鬆,調酒也很棒的店家(會不想讓別人知道的放鬆店家!!!!!","The shop that makes people relax physically and mentally, and is also great in bartending (there will be a relaxed shop that does not want others to know !!!!!",False,0.302,0.033,0.665,0.9031
"我印象中的大稻埕，等於煙火
我往後認為的大稻埕，等於蟬 bar Chán了","The Dadaocheng in my impression is equal to the fireworks
The Dadaocheng I think in the future is equivalent to Cicada Chán",False,0.083,0.0,0.917,0.2263
舒適的老宅酒吧和用心的經典調酒,Comfortable old house bar and classic bartend,False,0.355,0.0,0.645,0.5106
路過 來這區，裡面氣氛超棒，好適合一個人或是與好友談天小酌，超專業的調酒，是我們喜歡的基底，點了杯季節的口味，非常推薦,"Passing by this area, the atmosphere inside is awesome, suitable for someone or talk about the day with friends, super professional bartending, is the base that we like, ordered the taste of the season.",False,0.312,0.0,0.688,0.9274
突發奇想就進去了，結果被震撼了！可愛的女調酒師非常有才華 - 她所有的雞尾酒都完美平衡。我希望我們來這裡吃晚餐菜單，茶混合雞尾酒看起來很可愛。我們還得到了一籃薯條，符合我的伴侶的高薯條標準。酒吧通常會提供淡色的未加調味的薯條，但這些薯條又烤又美味！內部非常舒適和親密 - 我可以在這裡休息幾個小時（：我有沒有提到調酒師非常可愛和甜蜜？,"Suddenly I went in, but it was shocked!The cute female winemaker is very talented -all her cocktails are perfectly balanced.I hope we come here for a dinner menu. Tea mixed cocktail looks cute.We also got a basket of fries, which met my partner's high -fried standard standard.Bars usually provide light -colored unparalleled seasonings, but these fries are grilled and delicious!The interior is very comfortable and intimate -I can rest here for a few hours (: Did I mention that the bartender is very cute and sweet?",False,0.323,0.0,0.677,0.9913
這是我們在一家平庸的啤酒廠之後最後一刻的決定，我很高興我們延長了我們的夜晚。雞尾酒是不真實的。有這麼多獨特而美味的選擇。坐著非常舒服，可以享受美妙的音樂。它聞起來也令人難以置信！我們喝的是老式烏龍茶，裡面有一些煙燻的東西，聞起來很香。泰式奶茶雞尾酒是一個令人愉快的驚喜。我們買了餃子當零食，並沒有失望。,"This is the last moment we decided after our mediocrity beer. I am glad that we have extended our night.Cocktails are unreal.There are so many unique and delicious choices.Sitting is very comfortable and you can enjoy wonderful music.It smells incredible!We drink old oolong tea with some smoky things in it, which smells very fragrant.Thai milk tea cocktail is a pleasant surprise.We bought dumplings as snacks and were not disappointed.",False,0.272,0.03,0.698,0.971
"現在就說吧——這個酒吧明年就會爆炸。這些雞尾酒經過精心調製，將獨特的元素融合在一起。每一口的味道都和第一口一樣好。

在寧夏夜市開放之前，在台灣典型的潮濕天氣裡，這是一個放鬆的好地方。也喜歡裡面不太冷。

希望我們在旅行中早點發現！","Let's talk now -this bar will explode next year.After careful modulation of these cocktails, unique elements are combined.The taste of each bite is as good as the first bite.

Before the opening of Ningxia Night Market, this was a good place to relax in the typical humid weather in Taiwan.I also like not too cold inside.

I hope we will discover earlier during the trip!",False,0.213,0.0,0.787,0.9324
放鬆..好調酒師..嗯嗯..,Relax .. Good winemaker ... uhhhhhhhhhhhhhhhhhhhhhhhh,False,0.592,0.0,0.408,0.7003
在一個漂亮的場地享用美味的雞尾酒。,Enjoy delicious cocktails in a beautiful venue.,False,0.73,0.0,0.27,0.8957
雞尾酒和飲料都很棒，這個地方的氣氛也很棒。然而，菜單非常有限，並不是一個真正可以吃飯的地方。,"Cocktails and drinks are great, and the atmosphere of this place is also great.However, the menu is very limited and is not a place where you can eat.",False,0.127,0.068,0.805,0.4417
