Original,EN
"今天和妹妹及好朋友相約來到這家氣氛絕佳的餐廳，真的是一個驚喜連連的夜晚！非常美的一間店。食材很講究。

這裡的每道菜都充滿了創意和獨特風味。首先，我們點了「掉進火堆裡的鴨」，鴨肉細嫩滑順，滋味豐富，每一口都讓我們愛不釋口。我特別鍾愛「阿心愛上了阿胗」，玉米筍的鮮甜口感讓我瞬間愛上，完全停不下來。 雞心和雞胗的料理方法，完全顛覆你的想像。完全不會讓你有覺得牙齒不好，咬不下去的感覺。

我們還嘗試了招牌菜「燃麵」，那股濃烈的香辣味道讓人胃口大開，特製醬料的甜辣交融，搭配炸過的皮蛋，真的是絕配，讓我們直呼過癮。又叫了第二碗。另外，「墨賊仔洋風炒麵」也讓我們驚喜連連，味道清爽卻不失風味，每一口都讓人回味無窮。

紅咖喱軟殼蟹沙拉也是我們的最愛，泰式酸辣醬汁簡直是味蕾的狂歡。最後，我們品嚐了「牛舌雙享」，這道菜的牛舌嫩到不可思議，內餡鮮美，牛舌烹煮的軟嫩，又帶有彈性。同時非常厚實，不是那種薄薄一片的喔。外層帶有燒餅般的酥脆質感，並帶著淡淡的甜味，層次感十足，讓我們吃得心滿意足。

這家餐廳的裝潢更是沒話說，每個角落都充滿了精緻的設計感，非常適合拍照打卡。他們的酒水也很豐富，尤其是調酒，讓我們邊喝邊聊，時間不知不覺就溜走了。二樓還有一個可以包場的區域，環境舒適寬敞，吧台調酒更是值得一試。

老闆阿傑，對自己的食物和餐酒非常有自己的想法，不管是食物料理方式或是搭配的酒類，都非常完美。

這裡真的是和心儀對象共度美好時光的理想場所，無論和誰來都能感受到那份浪漫氛圍。不過要特別提醒，這裡不接待12歲以下的小朋友哦！趕快帶上你的朋友來體驗這裡的美食和氛圍吧！","Today, I met with my sister and good friends to come to this restaurant with an excellent atmosphere. It is really a surprise night!Very beautiful shop.The ingredients are very particular.

Every dish here is full of creativity and unique flavor.First of all, we ordered ""the duck falling into the fire"". The duck meat is tender and smooth, and the taste is rich. Every bite makes us love.I especially love ""Axin falls in love with Ah"", and the sweetness of corn bamboo shoots makes me fall in love instantly and can't stop at all.The cooking method of chicken heart and chicken 料 completely subverts your imagination.It will not make you feel that your teeth are bad and you can't bite.

We also tried the signature dish ""Burning Noodles"". The strong spicy taste made people appetite. The sweet blend of special sauce, with fried preserved eggs, is really a perfect match, let us be addicted.The second bowl was called.In addition, the ""Mo -thief's foreign wind fried noodles"" also surprised us. The taste is refreshing but flavorful.

Red curry soft shell crab salad is also our favorite. Thai hot and sour sauce is simply the carnival of taste buds.In the end, we tasted ""beef tongue"". The beef tongue of this dish is incredible, the filling is delicious, the beef tongue is soft and tender, and it is elastic.At the same time, it is very thick, not the kind of thin one.The outer layer has a crispy texture of sesame cakes, with a touch of sweetness, full of layers, so that we can eat satisfied.

The decoration of this restaurant is nothing to say. Each corner is full of exquisite design sense, which is very suitable for taking pictures and punching.Their drinks are also very rich, especially bartending, let us talk while drinking, and slip away without knowing time.There is also a area that can be charged on the second floor. The environment is comfortable and spacious.

Boss Ajie has his own ideas for his food and meal wine. Whether it is food cooking or wine, it is perfect.

This is the ideal place to spend a good time with the object of the favorite person, no matter who and who you can feel the romantic atmosphere.But remind you, do not receive children under the age of 12!Take your friends to experience the food and atmosphere here!"
"今天和好朋友來到這間超有氛圍感的餐廳，真的是要大力推薦給大家！
裡面的菜色讓人感受到滿滿的巧思，尤其是那道「掉進火堆里的鴨」，14天熟成鸭，鮮嫩多汁，入口即化，真的是讓人難以忘懷。而我的閨蜜Julie最愛的是那道名叫「阿心愛上了阿胗」的料理，裡面的鸭心、鸭肫、玉米筍香甜可口，讓人忍不住一口接一口。

我們還點了「曹操蛋燃麵」，那股香辣的味道真的是要逼我連吃三碗！尤其是他們家的酱料，香中帶辣，再加上炸皮蛋的點綴，絕對是讓人口水直流。還有「墨賊仔洋風炒麵」，口味濃郁層次豐富，帶著一股特別的風味，吃起來格外有趣。

另外，紅咖喱軟殼蟹沙拉配上泰式醬料，酸辣開胃，每一口都讓人覺得超值。最後我們還品嚐了那道「牛舌雙方」，這道菜的牛舌真的是鮮嫩無比，入口即化，配上像燒餅一樣的外皮，口感層次豐富，吃完令人回味無窮。

這間店真的很適合來打卡拍照，裡面的每個角落都很出片！此外，他們的酒水選擇也相當豐富，有酒精的飲品特別適合和朋友小酌一下。

二樓還有的包場區域，場地美得讓人心曠神怡，中間的吧台！還可以有調酒師為你準備超好喝的調酒。

這裡真的是個帶心儀對象來的好地方，不管是帶喜歡的女生還是男生，都一定會擦出不錯的火花！

不過要注意哦，這裡不接待12歲以下的小朋友哟！快點帶上朋友來享受一番吧！","Today, I will come to this super -atmospheric restaurant with my good friends today. I really want to recommend it to everyone!
The dishes inside make people feel full of ingenuity, especially the ""duck falling into the fire"", which is cooked into ducks for 14 days, tender and juicy, and the entrance is melted. It is really unforgettable.And my girlfriend Julie's favorite is the dish named ""Axin falls in love with Ah"". The duck heart, ducky, corn bamboo shoots inside are sweet and delicious, making people can't help but take a bite.

We also ordered ""Cao Cao's egg burning noodles"", and the spicy taste really forced me to eat three bowls in a row!Especially their sauces, spicy in the fragrance, and the embellishment of fried preserved eggs, are definitely letting the population flow.There is also ""ink thief's foreign wind fried noodles"", which has a rich taste and layered, with a special flavor, which is particularly interesting.

In addition, the red curry soft shell crab salad is equipped with Thai -style sauce, hot and sour appetizers, and each bite makes people feel good value.In the end, we also tasted the ""two sides of the beef tongue"". The beef tongue of this dish is really tender. The entrance is melted. It is accompanied by a cake -like outer skin.

This shop is really suitable for check -in and take pictures, every corner inside is very filming!In addition, their drinking choices are also very rich, and drinks with alcohol are particularly suitable for friends with friends.

There is also the charter area on the second floor.You can also have a bartender for you to bartender.

This is really a good place with your favorite object. Whether it is a girl you like or a boy, you will definitely make a good spark!

But pay attention, do not receive children under the age of 12!Take your friends to enjoy it!"
"台北最好吃的直火料理！
牛排和全鴨都很有水準，熟成的鴨肉肉質很軟嫩，外皮經過直火燒烤酥脆油香，沾油潑辣子味道更豐富驚艷。
爐烤肋眼熟度非常剛好，肉質也是軟嫩多汁，份量很大、價格也不貴，朋友聚餐一頓吃下來很划算。","The best straight fire dishes in Taipei!
Both steaks and all ducks are very standard. The cooked duck meat is very soft and tender. The outer skin passes through the straight fire barbecue crispy oil, and it tastes richer and stunning.
The ribs of the ribs of the furnace are very good, the meat is also soft and juicy, the portion is very large, the price is not expensive, and the friend's dinner is very cost -effective."
"住家附近新開直火餐廳，六月中吃的，現在才來評論😆
一樓餐廳，二、三樓酒吧，但目前還未開放？
餐廳走比較昏暗的燈光氣氛，開放式廚房，可以直接看到碳火直烤料理的畫面。
試營運期間可能員工訓練尚且不太足，在介紹及推薦上需要加強，品項也還不太多，價格中高，適合多人聚餐分食。
基本推薦的牛、鴨品項都有點，肉質鮮嫩多汁好吃
淡菜很新鮮，調味也很好吃。
蛋燃麵是一人的份量，麵Q彈，喜歡椒麻味的可以點。
應該會再來的餐廳，希望品項之後可以增加更多，然後樓上酒吧可以早日順利開放👍","The new straight fire restaurant near the home, I ate it in mid -June, now I will comment on it now 😆
The first floor restaurant, the second or third floor bar, but it has not yet opened?
The restaurant walks a relatively dim light atmosphere. Open kitchen can directly see the screen of carbon fire straight grilled dishes.
During the trial operation, employee training may not be enough. It needs to be strengthened in introductions and recommendations. The items are not too much.
Basic recommended cattle and duck products are a bit, and the meat is fresh and juicy and delicious
The light vegetables are fresh and the seasoning is also delicious.
Egg burning noodles are one person's weight, noodles Q bombs, and those who like peppers can be ordered.
The restaurant that should come again, I hope that the item can be added more, and then the bar upstairs can be smooth and open as soon as possible 👍"
"大火烈焰，燒炙出動人的排餐，與你高歌的是牛、是豬或是鴨（可提早預訂），都能嚐到動人心扉的用心。

把中式的心與胗交付在綠葉與玉米筍中，別具巧思。

海鮮霸主淡菜被洋蔥與蒜包裹，佐上花枝丸與麵包體，你下次也會不小心再掉入他的陷阱。

燃麵是搭上炸皮蛋，有如黑面曹操作風辣手，你會一口一口地懾服在他手中。

大俠取大蝦諧音，紅咖哩的滋味你會意猶未盡，生熟度剛好的肉體，勾出你明白什麼是海鮮的鮮。","The flames, burning the out -of -the -way meals, and you sing with you, pigs, or ducks (can book early), you can taste the moving intentions.

It is unique to deliver Chinese hearts and 在 in green leaves and corn bamboo shoots.

The seafood hegemony is wrapped in onions and garlic, and the flowers Zhizhi Pills and the bread, you will accidentally fall into his trap next time.

The burning noodle is to put fried preserved eggs, just like the black face Cao Cao's spicy hands, you will deter the hands of him.

Heroes take the harmonious shrimp, the taste of red curry will be overwhelming, the flesh with the right maturity, and you can understand what the seafood is fresh."
"餐廳主打直火料理，但是餐點屬走的是國界創意料理。
基本上味道都還不錯，都可以試看看，但是比較可惜的是，這次點的菜中只有烤半鴨可以吃出的直火料理的魅力。","The restaurant is mainly based on straight fire dishes, but the meal is a national creative cuisine.
Basically, the taste is not bad, you can try it, but it is a pity that there is only the charm of straight fire dishes that can be eaten by baked half ducks at the dishes this time."
牛舌非常軟嫩一定一定一定要點，主餐肋眼牛排跟烤鴨也非常棒，這次剛好吃到小卷，很軟很鮮甜，可惜開車來沒喝到調酒，下次再來🤣,"The beef tongue is very soft and tender must be ordered. The main meal rib eye steak and roast duck are also very good. This time, it is just a small roll, it is very soft and sweet, but unfortunately drove to drink."
"餐點跟調酒都超讚！

熟成鴨鴨超好吃
餐點風味口感層次豐富
調酒有米其林等級XD
一端來看到太好喝都喝一半才想到要拍照

現場氣氛很好
因為用炭火直火料理關係
一進餐廳就有淡淡的木質香氣
服務人員也都很熱情親切

不管吃大餐或品酒都很適合來
大推～～","The meals and bartending are superb!

Cooked ducks and ducks are super delicious
Meal flavor and taste rich level
Michelin grade XD
When I saw it at one end, I saw it too delicious and drank half before I thought to take pictures

The atmosphere at the scene is very good
Because of the cooking relationship with charcoal fire
As soon as you enter the restaurant, you have a faint wooden aroma
The service staff is also very enthusiastic and kind

It's suitable for eating big meals or wine tasting
Push ~~"
嚐鮮「直火料理」，對於食物店家很有想法，用餐空間也是我喜歡的舒服，烤鴨、牛舌雙方、肋眼牛排三樣主食都不錯👍，喜歡內臟的朋友可以吃阿心愛上阿胗，味道也很對味！,"Everbright ""Straight Fire Cooking"" is very thoughtful for food stores. Dining space is also comfortable for me. Three staple foods of roast duck, beef tongue, and rib eye steak are good. Friends who like the internal organs can eat Axin to fall in love with Ah. The taste is also very right!"
"餐點很精緻，但氣氛很舒適＆平易近人，主打直火料理，會近距離看到火焰和聞到煙燻的氣息，用餐體驗很不錯！

鴨肉類料理值得一點，店員介紹是使用熟成兩週的鴨，肉質軟嫩多汁，是近期吃過最驚喜的！","The meal is exquisite, but the atmosphere is very comfortable and approachable. It focuses on straight fire dishes. It will see the flames and smell the smoky atmosphere at close range. The meal experience is very good!

Duck meat dishes are worthy of a little bit. The clerk introduced that the ducks who were cooked for two weeks were soft and tender and juicy. They were the most surprising recently!"
"赫然發現一家新餐廳
好久沒吃到那麼出色的餐點
最令人驚艷的是14天熟成鴨
肉質細膩柔軟且多汁
也夾帶些許的煙燻香氣🤤","I found a new restaurant
I haven't eaten such an excellent meal for a long time
The most amazing thing is the 14 -day cooked duck
The meat is delicate, soft and juicy
Also with a little smoky aroma 🤤"
烤鴨&牛排超好吃 直火料理果然有差 其他餐點也讓人驚艷 很對得起它的價錢 大推 可惜現在只有晚餐 希望未來能推出午餐,"Roasted duck & steak super delicious straight fire cuisine really has a difference in other meals. It is amazing that it is worthy of its price. Unfortunately, there is only dinner now that I hope to launch lunch in the future."
"道道都好吃
阿心阿珍搭配山蘇好對味
淡菜超多好肥美
軟殼蟹比較重口味
牛舌雙方的燒餅好吃 牛舌大塊 很大方","Taoism is delicious
Axin Azhen with Yamasu good right
Light vegetables are so much fat and beautiful
Soft shell crab is more heavy flavor
The biscuits on both sides of the beef tongue are delicious and large in the beef tongue"
"爐烤鴨胸非常好吃
肉質很嫩Q彈
紅咖哩軟殼蟹沙拉也很驚艷
牛舌很厚嫩不軟爛

剛開兩個月 還沒有什麼人
但是餐點非常推薦","Storbine roast duck breasts are very delicious
The meat is very tender Q bombs
Red curry soft shell crab salad is also amazing
The beef tongue is very thick and tender, not soft and bad

No one has just opened for two months
But meals are very recommended"
"店長親切大方，餐點精緻美味可口，讓人感到很放鬆的用餐環境～推推
期待下一次再來用餐❤️❤️","The store manager is kind and generous, the meals are delicate and delicious, making people feel a very relaxed dining environment ~ Push
Looking forward to the next time I come again ❤️❤️"
"一口咬下，馥郁的肉味濃縮在軟嫩的肉質中，熟成肉品的滋味從口中併射而出，瞬間感受濃縮極致醇郁的精美滋味，一切的一切都從咬合吞嚥的那一刻，值回票價。

二樓酒吧清幽雅緻、精緻典雅，是我下班後談公事兼小酌的唯一選擇！","With a bite, the rich meat flavor is concentrated in the soft and tender meat, and the taste of cooked meat is ejected from the mouth. Instantly feel the concentrated extremely mellow and exquisite taste. Back fare.

The bars on the second floor are quiet, exquisite and elegant. It is the only choice for me to talk about business and drink after get off work!"
直火料理!  熟成鴨胸的風味非常特別，個人愛牛排，連配菜都是直火料理的方式!  料理很多融合創意!,Straight fire dishes! The flavor of cooked duck breasts is very special. Personal love steaks are the way to dishes straight fire!
鴨胸及牛肉都超好吃，入口即化，服務態度一級棒👍同事下班聚餐的好地方。,"Duck breasts and beef are super delicious, the entrance is melted, and the service attitude is a good place for colleagues to dinner from get off work."
東西好吃、環境美氣氛佳、適合聚餐的好地方，下次一定會在朋友來品嚐,"It is delicious, the environment is beautiful, and a good place for meals. I will definitely taste it in friends next time"
"吃飯的氛圍很舒服.加上服務周到很加分
8月在約起來","The atmosphere of eating is very comfortable. In addition, the service is very thoughtful
August"
好吃，均銷2000內，每份餐點約3人份。,"It is delicious and sold within 2,000, about 3 people per meal."
特色料理-超值，生啤超讚，現場服務及解說超詳細。超推生啤----我真的是來喝的,"Featured dishes-super-value, premium beer, on-site services and explanations are super detailed.Super push-raising beer ---- I really came to drink"
燈光美、氣氛佳、餐點非常美味🤤,"Beautiful light, good atmosphere, and delicious meals 🤤"
"店內氣氛好
餐點好吃","Good atmosphere in the store
Meal delicious"
"每道都很精緻
好好吃
用料實在","Everything is exquisite
Delicious
Ingredients"
餐點好吃，酒好喝,"The meal is delicious, the wine is delicious"
"掉進火堆的鴨跟阿心愛上了阿胗很好吃😋
肉很香！","Ducks falling into the fire pile and Axin fell in love with Ah is delicious 😋
The meat is very fragrant!"
氣氛佳，餐點好吃,"Good atmosphere, delicious meals"
今天帶老婆來吃生日餐，不管是氣氛感覺、餐點口味、服務品質都很棒，推薦給大家。,"Today, I took my wife to have a birthday meal. Whether it is atmosphere, meals, and service quality, I recommend it to everyone."
帶老婆去慶生，服務人員服務很好，餐點也很好吃，價格在台北市很可以接受，蠻推薦的,"Take your wife to celebrate your birthday, the service staff is very good, the meal is also delicious, the price is very acceptable in Taipei, it is quite recommended"
"燈光好、氣氛佳，牛排跟烤鴨超好吃😋
約會或朋友聚會都推～！","Good lights, good atmosphere, steak and roast duck are super delicious
Dating or friends gathering all push ~!"
超好吃，有很厲害的直火燒烤，烤鴨跟牛排，甚至油潑辣子的麵品也很棒唷！👍🥰,"It is super delicious, there are very powerful straight fire barbecue, roast duck and steak, and even the noodle products of hot and spicy spicy seeds are great!Bleak"
"現場氣氛很好
主餐肋眼牛排跟烤鴨非常棒
服務人員也都很熱情親切","The atmosphere at the scene is very good
The main meal rib eye steak and roast duck are great
The service staff is also very enthusiastic and kind"
"老闆娘漂亮，東西好吃。
包場慶生，員工聚餐好選擇!","The boss is beautiful and delicious.
Boarding of birthdays, employee dinner is good to choose!"
