Original,EN
"生魚片很新鮮 鮭魚干貝花枝都很美味
串燒也都烤得很用心
很棒的居酒屋～～
環境舒適 廁所也很乾淨
非常適合的下班放鬆地方！！
超讚推推","Girl slices are fresh salmon dried shellfish flower branches are delicious
Skewers are also roasted very carefully
Great izakaya ~~
The environment is comfortable toilet is also very clean
Very suitable place to relax from get off work!Intersection
Superb push"
"食材超新鮮♥️♥️♥️♥️
環境很舒服/喝酒聊天都捨不得回家～
是內湖人下班的好去處😻😻😻","The ingredients are super fresh ♥ ️ 鲜 ️ ️ ️ ♥ ️
The environment is very comfortable/drinking and chatting will be reluctant to go home ~
It's a good place for people in Neihu people to go off work 是"
"［外送評論］
價格不貴也好吃，點了好多次
最推薦鮭魚炒飯和墨魚香腸👍🏻

有些小建議希望店家可以看到：
1. 可樂餅寫雙拼，但是吃起來都是咖喱口味，也沒有特別註明，對喜歡原味的人來說有些失望。
2. 墨魚香腸非常好吃，但外送菜單只提供香腸雙拼，如果可以單點就更好了！","[Delivery comment]
The price is not expensive and delicious, ordered many times
The most recommended salmon fried rice and cuttlefish sausage 👍🏻

Some small suggestions hope that the store can see:
1. Cola cakes are written with double spells, but they all taste curry flavors, and they are not particularly indicated. They are a little disappointed with those who like the original flavor.
2. Ink fish sausages are very delicious, but the delivery menu only provides dual sausages."
"店內氣氛很好的居酒屋
食物也都很精緻好吃😋
推推推！","The atmosphere in the store is very good
The food is also very delicate and delicious 很
Push push!"
蠻好吃的，點了烤虎蝦，烤魚，炒蛋和一些其他炒物烤物，整體都很讚，適合喝啤酒，推薦！,"It's so delicious. I ordered roasted tiger shrimp, grilled fish, scrambled eggs and some other fried and grilled objects. The whole is very good. It is suitable for drinking beer. It is recommended!"
明白為什麼店名叫搏感情了！老闆給客人的服務真的是搏感情來著！竟然送我們螃蟹吃😍🫶🏻讚讚讚,Understand why the store's name is fighting feelings!The boss's service for the guest is really fighting!Give us a crab to eat and praise
東西好吃，服務態度好,"The stuff is delicious, the service attitude is good"
"餐點都很好吃
CP值很高的一家店❤️

生蠔🦪大顆又好新鮮
還送一杯小小柚子酒👍👍","The meals are delicious
A shop with a high CP value ❤️

Oysters are large and fresh
Also send a glass of little grapefruit wine 👍👍"
"巷弄美食~ 隱密裡面空間大，東西好吃
大電視牆壁，如果可以放點音樂更好😄","Lane food food ~ The space inside the secret is large, the things are delicious
Big TV wall, if you can put some music, better 😄"
餐點都超級好吃有特色，炒飯充滿鮭魚香又有鍋氣，炸南瓜有點像拔絲地瓜，外皮香甜酥脆且內餡綿密不膩口，鮭魚頭的口感也軟嫩剛剛好，最後感謝黃小姐的熱情服務！喝得很開心～,The meals are super delicious and distinctive. The fried rice is full of salmon flavor and a pot gas. The fried pumpkin is a bit like a silk sweet potato. The skin is sweet and crispy and the filling is dense. Passionate service!Drink well ~
餐點好吃，在巷弄裡較隱密，喜歡整體氣氛，是晚下班的好去處。,"The meal is delicious, and it is more secretive in the alley. I like the overall atmosphere. It is a good place for late get off work."
