Original,EN,Needs Review,Positive,Negative,Neutral,Compound
別有洞天的一間酒吧、餐好吃、酒好喝、剛好桌邊服務我們的工作人員超nice 可以找他喔～小白👍超推、有類似包廂的大位置空間和露天空間、位置很多、小酒怡情也很適合🥂,别有洞天的一间酒吧、餐好吃、酒好喝、刚好桌边服务我们的工作人员超nice 可以找他喔～小白👍超推、有类似包厢的大位置空间和露天空间、位置很多、小Jiuyi love is also very suitable 很,False,0.318,0.0,0.682,0.6369
服務超好，都很nice ，各類調酒都很好喝，不喜歡太甜也可以調整甜度，因為是吃完晚餐才前往，所以沒有點餐點，都只有喝酒，會再回訪,"The service is very good, it is very nice. All kinds of bartending are delicious. You can adjust the sweetness if you do n’t like too sweet, because you do n’t order meals, so you do n’t have a meal.",False,0.355,0.0,0.645,0.9564
氣氛超好很適合姐妹們來聊天 店員超nice 推提拉米蘇 喜歡酸感的朋友不要錯過血與淚⋯⋯🥹❤️‍🔥,"The atmosphere is super good, it is very suitable for sisters to chat with nice clerk to push Titramisu who likes acidity, don't miss blood and tears ...",False,0.367,0.05,0.583,0.8989
環境好氣氛佳，調酒選擇多，服務態度很好，整體感覺不錯👍,"The environment is good and the atmosphere is good, there are many choices of bartender, the service attitude is very good, the overall feels good 👍",False,0.341,0.0,0.659,0.8977
"第一杯喝螢火蟲，整體酒感不會太重偏甜類型，很適合當第一杯
整體給4.2分

第二杯點林中夢，酒感明顯的上升，適合身為酒鬼的我👻，喝起來很順帶有macadamia nuts的香氣，不確定是什麼？
整體給4.5分 （想要酒感輕一點可以放一段時間再喝）

有偷喝朋友點的開心水果茶，超讚！！水果的香氣很夠，酒感不明顯。👍
整體給4.8分","Drinking fireflies in the first glass, the overall wine will not be too heavy and sweet, it is suitable for the first cup
Give 4.2 points as a whole

The second cup of the forest is dreaming, and the wine feels obviously. It is suitable for me as a alcoholic. I drink it with the aroma of MacAdamia Nuts.
Give 4.5 points as a whole (if you want to feel light, you can put it for a while before drinking)

There are happy fruit tea that steals friends, so amazing!IntersectionThe aroma of fruit is enough, and the wine feels not obvious.Bleak
Give 4.8 points as a whole",False,0.097,0.047,0.856,0.6996
很有氣氛 滷味拼盤180元照片是完整都還沒吃過的份量,"Very atmospheric atmosphere, Lo than 180 yuan photo is the amount that has not been eaten yet",False,0.0,0.0,1.0,0.0
"跟朋友來喝9，老闆跟服務人員都好好🥹🫰🏻
以後還來！","Come and drink 9 with friends, the boss and the service staff are good
Come back in the future!",False,0.27,0.0,0.73,0.7424
"要不是服務只能給5顆星，我真想給到10顆
謝謝你們讓我們有一個開心的生日派對
尤其在認識Andy的那一刻起❤️❤️❤️
謝謝貴店對於我們的愛與包容
下次我們一定會再訪的，而且只訪成都分會
溫馨小提醒：記得標記對分店，最好的絕對是「成都」👍🏻👍🏻👍🏻👍🏻","If it wasn't for the service, I can only give 5 stars, I really want to give 10
Thank you for let us have a happy birthday party
Especially at the moment of knowing Andy ❤️❤️❤️
Thank you for your love and tolerance for us
Next time we will visit again, and only visit the Chengdu Branch
Warm reminder: Remember to mark the right store, the best is ""Chengdu"" 👍🏻👍🏻👍🏻👍🏻",False,0.231,0.0,0.769,0.9735
"開心水果茶很好喝

店家可以依照個人口味做調整

唯一缺點是店內沒有廁所

要到大樓的公用廁所上（友善廁所）

比較不便","Happy fruit tea is delicious

The store can adjust according to personal taste

The only disadvantage is that there is no toilet in the store

To the public toilet in the building (friendly toilet)

Inconvenient",False,0.226,0.157,0.617,0.6369
外場男生服務非常到位，動作迅速，觀察力非常好，隨時整理全場桌面,"The service of boys outside the field is very in place, the movement is fast, and the observation ability is very good. Turnon the entire desktop at any time",False,0.169,0.0,0.831,0.6697
