Original,EN,Needs Review
社區附近好據點，每次來都會遇到一些老朋友，適合晚上來喝2杯,"A good base near the community, every time you come, you will meet some old friends, suitable for 2 cups at night",False
老闆娘親切，很會跟客人聊天，紅酒也是精心挑選過。,"The boss is kind and will chat with the guests, and red wine has been carefully selected.",False
老闆很會聊天，酒水也很棒，一個人或是三五好友聚會小酌的好地方。,"The boss can chat very well, and the wine is also great.",False
好吃好喝❤️老闆很帥XD,It's delicious and delicious ❤️ The boss is very handsome XD,False
老闆娘待人親切，服務周道,The boss is cordial and serving the service,False
放輕鬆的好地方,Easy place,False
一個人或是跟三五好友聊天喝酒的好地方，enjoy.,"A good place to chat with three or five friends, enjoy.",False
闆娘超親切，專業👍👍 …,"Ban Niang is super kind, professional 超 ...",False
紅酒超多選擇，老闆娘超專業,"There are many choices of red wine, the boss is super professional",False
服務好，酒更好🤤 …,"Good service, better wine 更 ...",False
服務很好，介紹詳盡,"The service is very good, the introduction is detailed",False
就是一般酒吧罷啦！,It's a general bar!,False
老闆娘超正的∼∼,The boss is super positive,False
老闆娘超正,Lady Lady Chaozhi,False
服務很好，親切,The service is very good and kind,False
舒適環境,Comfortable environment,False
環境舒服,Environmental comfort,False
很棒的酒吧和友好的工作人員，強烈推薦。,"A great bar and friendly staff, highly recommended.",False
老闆娘酒量好，,"The boss is good,",False
好的。,OK,False
"好的
很好","OK
very good",False
