Original,EN,Needs Review,Positive,Negative,Neutral,Compound
在民生社區住宅區寧靜巷弄開酒吧本身沒錯，但店主縱容酒客在深夜大聲喧嘩，且完全沒做隔音，常吵得周邊鄰居大人小孩無法入眠，就算有再多名人喜愛，也只是凸顯店主與喜愛它的知名人士把快樂建築在別人痛苦上的低級行徑罷了⋯⋯,"It ’s right to open the bar in the residential area of ​​Minsheng Community, but the owner indulge in loud noise in the middle of the night, and did not make sound insulation at all. He often noisy neighbor and children in the surrounding neighbors could not fall asleep. Even if there were many celebrities love it The owner and the well -known person who loves it has the low -level act of building happiness in the pain of others.",False,0.183,0.091,0.726,0.9052
"預約了一年 終於有機會品嚐
氣氛 酒水 老闆都是滿分
應該是台灣我喝過最好喝的酒吧","After a year of appointment, I finally have a chance to taste
Atmospheric wine boss is full of points
It should be Taiwan I have drank the best bars",False,0.187,0.0,0.813,0.7351
"酒很好喝，裝潢很舒適。
上次喝到酒倒了老闆還親自來拖地。
店裡的貓咪還會跑過來陪你聊天喔。","The wine is delicious and the decoration is very comfortable.
Last time I drank, I fell down the boss and dragged the floor in person.
The cats in the shop will come over to chat with you.",False,0.172,0.028,0.8,0.796
一間只有內行人才知道的無招牌隱密酒吧!從外觀看，你不會聯想到裡面居然是一個酒吧。進入酒吧之後，則會有一種別有洞天的氛圍，內部裝潢沈穩內斂低調奢華，專業品味的選酒，熱情幽默的帥老闆、配合不同主題放送多元音樂等等細節。都是熟客一再光顧的原因。可惜完全採VIP預約會員制!,"There is no signature hidden bar that only internal talents know! From the appearance, you will not think that it is actually a bar.After entering the bar, there will be a different atmosphere of the sky. The interior decoration is calm, restrained, low -key luxury, professional taste selection, enthusiastic and humorous handsome boss, and diverse music with different themes.It is why mature customers have repeatedly patronized.Unfortunately, the VIP is fully admitted to the member system!",False,0.253,0.046,0.701,0.959
第一次嘗試過後就久久無法自己，忍著醉意上頭還是必須留言評論表示支持與贊同！太優質了！,"After the first time I tried it for a long time, I couldn't get myself for a long time. I still had to leave a message to comment and agree with the drunk!Too high quality!",False,0.083,0.032,0.885,0.4374
"在小巷子的超屌酒吧
酒好喝 音樂也夠屌 吧台又會聊天
可惜是會員制 這麼好的吧
趕快開放造福民生社區的無聊人們吧","In the alley superb bar
It's enough to have a good taste of wine, it's enough to chat again.
It's a pity that the member system is so good, right?
Hurry up to the boring people who benefit the people's livelihood community, right?",False,0.282,0.08,0.638,0.9081
我本人最喜歡的酒吧，店貓超可愛，酒非常好喝,"My favorite bar, shop cat is super cute, wine is very delicious",False,0.635,0.0,0.365,0.9312
酒好喝 老闆很nice 不過是會員制喔 vip限定,"The good wine boss is very nice just a member system, VIP limited",False,0.479,0.091,0.43,0.8452
享受一種在家喝酒的自在，營業時間看老闆心情，通常很晚因為老闆好像都不愛回家。,"Enjoy a kind of freedom to drink at home. Looking at the boss's mood, it is usually very late because the boss does not like going home.",False,0.214,0.064,0.723,0.7182
雖然還沒去過，但因為太多人推薦，列入台北夜生活的計畫景點之一。,"Although I have n’t been there, because too many people are recommended, they are included in the plan attractions of the nightlife in Taipei.",False,0.173,0.0,0.827,0.5574
"眾多酒類  喝了就累 音樂多元 怕你飛太遠
一個孕育想像力的迷幻空間
專業燈光技術  麥克傑克森跳出墳墓","Many alcohols are tired of drinking music and diverse. I am afraid that you are too far away
A psychedelic space for imagination
Professional lighting technology McLejackson jumps out of the grave",False,0.0,0.155,0.845,-0.6705
貓很可愛 相當好客 陽台植物活得很好 老闆貌似很累,"Cats are very cute, pretty good, balcony plants live well, the boss seems to be tired",False,0.464,0.112,0.424,0.8456
我喜歡坐在吧台跟酒保聊個天，很舒適。,"I like to sit on the bar and talk to wine to keep a day, which is very comfortable.",False,0.264,0.0,0.736,0.7264
有時侯喝醉還有B1可以讓人休息一下❤️,Sometimes Hou drunk and B1 can make people rest ❤️,False,0.0,0.194,0.806,-0.34
勇敢拒絕酒商的優質店家，決對推薦!!,"Brave rejection of the high -quality stores of the wine merchant, I decided to recommend it !!",False,0.27,0.146,0.584,0.4559
幹 這間酒超好喝的！,Dried this wine is so delicious!,False,0.502,0.0,0.498,0.7213
好喝好玩，下次會再去！,"It's delicious, I will go again next time!",False,0.363,0.0,0.637,0.6114
酒超讚，氣氛超好,"The wine is super praised, the atmosphere is super good",False,0.698,0.0,0.302,0.9313
酒好喝老闆狂,"The wine is good, the boss is crazy",False,0.257,0.212,0.531,0.128
酒類齊全！超屌！,Complete alcohol!Super!,False,0.0,0.0,1.0,0.0
8ID就是帥啦,8id is handsome,False,0.615,0.0,0.385,0.4939
最好的,Best,False,1.0,0.0,0.0,0.6369
