Original,EN,Positive,Negative,Neutral,Compound
音質很棒，環境很不錯，又可以到公園走走，是聚餐歡唱的好地方,"The sound quality is great, the environment is very good, and you can walk around the park.",0.327,0.0,0.673,0.807
"位於大湖邊,休閒歡暢兩相宜,店家服務親切收費低廉。","Located by the big lake, it is suitable for leisure and joy, and the store service is low.",0.174,0.096,0.731,0.4019
"婦女節.同學們聚會
歡聚一堂.開懷歌唱
聊天慶祝佳節愉快。。","Women's Day. Classmates gathering
Gathering together.
Chat to celebrate the pleasure of the festival.Essence",0.381,0.0,0.619,0.8126
櫃檯大姐很親切己去過3次，感恩有這麼大的環境放鬆，感謝大腸麵線大姐帶我去，,The big sister at the counter is very kind to I have been to herself 3 times. I am grateful to have such a big environment to relax.,0.277,0.0,0.723,0.8622
"大湖公園拱橋下不遠處'在那唱歌品茗小的面對窗外湖景真讓人心曠神怡'尤其可歡唱到凌辰三四点對於夜貓子是個好去處

。","Not far away under the arch bridge of Dahu Park, ""Singing the lake outside the window is really refreshing in the face of the lake outside the window."" Especially you can sing at three or four o'clock in Lingchen.

Essence",0.0,0.0,1.0,0.0
"臨大湖公園旁,近湖邊,視野好,ㄡ有湖邊涼亭可小憩,棒！","Next to the Lake Park, near the lake, the vision is good, there is a lake gazebo to take a break, great!",0.328,0.0,0.672,0.8516
二哥老闆娘都很棒,The second brother's boss is great,0.451,0.0,0.549,0.6249
環境優，老闆，老闆娘待人熱情,"The environment is excellent, the boss, the boss is enthusiastic",0.463,0.0,0.537,0.7845
休閒放鬆的好去處,Relax of leisure and relaxation,0.677,0.0,0.323,0.743
難得有環境清幽的卡拉OK.,The rare karaoke of the environment is rare.,0.0,0.0,1.0,0.0
親切 平價 衛生 停車方便,Careful and affordable hygiene parking is convenient,0.211,0.0,0.789,0.1531
歡唱的好地點,Good place to sing,0.492,0.0,0.508,0.4404
營業到很晚,It's too late,0.0,0.0,1.0,0.0
歡唱,Singing,0.0,0.0,1.0,0.0
就是比人情味的台式卡拉OK,It is the desktop karaoke of humanity,0.0,0.0,1.0,0.0
爽,Cool,1.0,0.0,0.0,0.3182
不知道,have no idea,0.0,0.524,0.476,-0.296
