Original,EN,Positive,Negative,Neutral,Compound
"老闆娘友善親切，服務很好
。餐點大多都很滿意，唯一稍微不滿意的是明太子雞肉有點太鹹，烤生蠔有幾顆烤的太乾過熟了，不過瑕不掩瑜，還是不錯的聚餐好地點","The boss is friendly and kind, and the service is very good
EssenceMost of the meals are very satisfactory. The only thing that is slightly dissatisfied is that the Ming Prince Chicken is a bit too salty, and the grilled oysters have a few roasted and too dry, but the flaws are not concealed.",0.141,0.028,0.831,0.6848
"位於內湖區
內湖9點後想吃個晚餐有點難，店家都好早就關門，隨性滑了一下找到這家居酒屋🏮，想說居酒屋應該都頗貴又吃不飽，帶著只是小小吃一下的心情去，到了呼搭啦居酒屋室外好熱鬧給人像熱炒店的感覺，心想不會吧該不會像熱炒店low low的！一進室內不錯不錯有酒吧的質感，不過客人慶生聲音大的像在市場喊價，一度覺得很阿炸。
我們選了壩臺位置，因為生意太好都客滿了，等了一會兒老闆娘出現，是位中年大姐給人很舒服的感覺，遞上菜單給我們，看了一下價位不貴也不便宜，不過依居酒屋來說頗便宜。
點了串燒、蒜生蠔（必點）、涼拌小菜、玉米筍、飯類麵類主食⋯，因為點了主食所以燒烤點不多，餐點都是現做現煮，上餐速度不會慢，老闆娘超親民待客讚👍，第一道牛肉串好吃讓人有信心，陸續餐都上來，飯麵類份量超爆滿，最後壓軸生蠔上場，浮誇大的生蠔好鮮甜飽滿，喜歡吃生蠔的朋友一定要來會愛死！
這餐兩人花了700多，超飽超撐超值
老闆娘超慷慨狂送小菜❤️❤️❤️","Located in Neihu District
It is a bit difficult to have a dinner after 9 o'clock in Neihu. The stores closed early. They slipped at the house and found the izakaya. I wanted to say that the izakaya should be very expensive and not full. Go, when I get out of the Hojo izakaya outdoors, it feels like a hot stir -fried shop. I do n’t think it ’s like a hot speculation shop Low Low!Once I entered the room, it was good and good, and the texture of the bar was good, but the guests with a loud voice of the guests were screaming in the market, and they felt very bombing.
We chose the location of the dam, because the business was too good, and after a while, the boss lady appeared. However, it is cheaper for Yukuya.
Ordered skewers, garlic oysters (must order), cold side dishes, corn bamboo shoots, rice noodle staple foods, because of ordering staple food, there are not many barbecue points. , The boss is super close to the people to praise the guests. The first beef skewers are delicious and confident. The meals come up one after another. Friends must come to love to die!
This meal spent more than 700 people, super full and super -value
The boss is super generous to send the side dishes ❤️❤️❤️",0.232,0.042,0.726,0.9958
"消夜場的好去處
室內和戶外都有用餐區
服務人員很熱情
海鮮新鮮
價格小貴","A good place to eliminate the night
There are dining areas indoors and outdoor
The service staff is very enthusiastic
Seafood fresh
Small price and expensive",0.28,0.0,0.72,0.8384
食物很新鮮、口味不會太重鹹！但龍鬚菜的胡麻醬鹹到爆、烤肉串都蠻值得點的、每串肉品份量也不多！用石板燒烤取代傳統炭火更健康！戶外跟部分室內用日光燈管、感覺跟食物極不搭！,"The food is fresh and the taste will not be too salty!However, the flax sauce of Dragon Beauty is salty to explosive, and the barbecue skewers are quite worthy of point.Use stone grill to replace traditional charcoal fire is healthier!Outdoors are very incompatible with food in some indoor luminous pipes!",0.174,0.041,0.785,0.8303
內湖最有趣的餐廳！！在壓力大的內科裡呼搭拉就跟綠洲一樣XD 禮拜五還有帶遊戲。很有Party氣氛的地方，適合聚會，而且食物都很好吃，幾乎無雷～我非常喜歡,"The most interesting restaurant in Neihu!IntersectionIn the stressful Internal Medicine, the same as an oasis is XD on Friday and there are games.There is a place with a party atmosphere, suitable for gathering, and the food is delicious, almost thunder -free ~ I like it very much",0.313,0.052,0.635,0.9472
點了炒水蓮烤牛肉串和炸透抽還有辣炒大腸（適合配下酒菜）最讓我喜歡的還是麻辣烤魚鍋❤️不過建議事先訂位時先預訂～不然現場等會比較久～可以自己帶酒去～開瓶費是第一瓶300第二瓶200第三瓶100⋯⋯但不錯的是開瓶費可以抵酒類飲料的消費,"Ordered fried water lotus grilled beef skewers, fried pumping, and spicy stir -fried large intestine (suitable for wine and vegetables). What makes me like most is the spicy grilled fish pot ❤️ But it is recommended to book it in advance ~ Otherwise, it will be a long time on the spot ~ Yes Take the wine yourself ~ The bottle opening fee is the first bottle of 300, the second bottle 200, the third bottle 100 ⋯ ⋯ ⋯ ⋯, but the good is the consumption of the bottle opening fee to get the wine drink",0.108,0.0,0.892,0.8847
"內湖宵夜的好選擇，開的夠晚、東西好吃、有戶外座、有酒喝，適合下班後的聚會。

生蠔、麵食、串燒和炸物都好吃，第一次來沒做功課隨便點，都沒有雷。

可惜服務人員不太專業，雖然還算親切，但是點餐和服務的效率都很低，甚至很多東西點了、過很久以後才出來說「不好意思喔這個沒有了」（到底為什麼可以過了二十多分鐘才發現？）

並且出餐速度非常慢，明明當天客人就不多，但是每一道都等了很久很久，吃完一道到下一道的空檔都快要睡著，建議如果時間很充裕的話再來。","The good choice of Neihu supper, late is late, delicious, outdoor seats, wine and drink, suitable for partying after get off work.

Oyster, pasta, skewers, and fried objects are delicious.

Unfortunately, the service staff is not very professional. Although it is quite kind, the efficiency of ordering and service are very low. Even many things have been ordered, and after a long time, they come out and say, ""I'm sorry, this is gone."" It was discovered in more than ten minutes?)

And the meal speed is very slow. There are not many guests on the day, but each time has been waited for a long time. After eating a while to the next empty gear, it is about to fall asleep. It is recommended that if time is plenty of time.",0.1,0.048,0.852,0.7455
"上菜速度真的有點誇張，每20分鐘才到菜

點了火鍋，都快喝完才上高麗菜跟豆皮（？
請問我要怎麼煮？沒關係你說可以補加高湯...那這個高湯你要不要也喝看看，煮完高麗菜的湯應該是帶甜味，我...以為我在喝水一樣的淡

然後我們是最早到的一桌，依序再到兩桌，我們應該是第一個炒水蓮，結果我們等到白飯都吃完還不來，我們還是三桌最後一個到菜...

結束發現要10%服務費...嗯
上菜慢也沒倒茶水，只有幫忙上菜、收盤子而已...

我真不知道服務費怎麼算...

#炸物跟石板味增是好吃的 #但服務真的....","The speed of serving is really a bit exaggerated.

After ordering the hot pot, I was almost drunk before I put on cabbage and bean skin (?
How do I cook?It doesn't matter you say you can add broth ... Do you want to drink this high soup? The soup that cooks the cabbage should be sweet, I ... I think I am drinking water.

Then we arrived at the earliest table, and then to two tables in order. We should be the first water lotus lotus. As a result, we waited until the rice was eaten.

At the end, I found that 10%service fee ... um
I did n’t pour tea slowly, only helping meals and closing the plate ...

I really don't know how the service fee is calculated ...

#... ...",0.05,0.035,0.915,0.4931
"越來越差，一份將近五百的牛小排烤成這樣，服務生還說不是燒焦，牛排都被臭焦油味覆蓋了！
中高消費低品質，建議別來。","It is getting worse and worse. A small steak of nearly five hundred cattle is grilled like this. The waiter said that it was not burnt, and the steak was covered by the smell of caramel!
Middle consumption is low quality, it is recommended not to come.",0.078,0.157,0.765,-0.6476
服務態度很好，餐點美味....冬天還有薑母鴨....冷冷的天氣也很適合與朋友聚會吃飯小酌的場所,"The service attitude is very good, the meals are delicious ... there are ginger ducks in winter .... The cold weather is also very suitable for a place for meals with friends to eat and drink",0.232,0.0,0.768,0.8748
