Original,EN,Positive,Negative,Neutral,Compound
環境空間非常有質感，威士忌介紹很詳細💯👍🏻 …,"The environmental space is very textured, the whiskey introduction is very detailed ...",0.0,0.0,1.0,0.0
"高貴典雅的空間裡，赭紅色大沙發搶眼而不失優雅、水晶燈襯托出空間裡英式宮廷的氛圍

男士們在這空間裡不拼酒只品酒～～感覺酒的角色是一個愉悅氛圍的催化劑，活脫跳出傳統台灣的拼酒文化⋯

女士們不諳酒性，但隨著娓娓道來的解說⋯也漸能品味每一種在濃烈酒精中緩釋的味道

是一個朋友們輕鬆愉悅交流與放鬆的空間
￼","In the noble and elegant space, the red red sofa is eye -catching without losing elegance, the crystal lights set off the atmosphere of the British court in the space

Men do not fight wine in this space, but only wine ~~ I feel that the role of wine is a catalyst of a pleasant atmosphere.

The ladies are not liquid, but with the commentary commentary, they can gradually taste every taste of each kind of slow release in strong alcohol.

It is a space for a friend to relax and communicate and relax
Bleak",0.245,0.015,0.74,0.9785
非常高雅精緻而且很溫暖的一個酒吧空間，非常適合小酌也很適合舉辦活動。裡面的服務人員也非常親切細心，推薦給大家的一個好地方❤️,"Very elegant and warm and warm bar space, which is very suitable for drinking and very suitable for activities.The service staff in it is also very cordial and careful, recommended to you a good place ❤️",0.311,0.0,0.689,0.9005
"很有氛圍的會所 燈光美氣氛佳 老闆和服務人員親切又專業
推推","A very atmosphere of the clubhouse lights and beautiful atmosphere, the boss and the service staff are kind and professional
Push",0.278,0.0,0.722,0.8074
來參加品酒會，主辦單位很用心喔～值得推薦,"Come to the wine tasting party, the organizer is very careful ~ worth recommending",0.381,0.0,0.619,0.6962
放鬆心情和朋友聊天的好地方 認識了幽默風趣的新朋友 瞭解了專業的舊文化 推薦～,"Relaxing the good place to chat with friends, I met a humorous new friend to understand the professional old culture recommendation ~",0.469,0.0,0.531,0.9325
"裝潢高雅舒適，接待人員個個氣質過人。
威士忌解說詳細，非常推薦的聚會，品酒的絕佳場所！！！","The decoration is elegant and comfortable, and the reception staff is full of temperament.
The whiskey commentary is detailed, very recommended party, a great place for wine tasting!IntersectionIntersection",0.408,0.0,0.592,0.9419
感覺像是一個很高級的會所空間，可以買酒，品酒，喝咖啡聊聊天。,"It feels like a high -level club space. You can buy wine, wine, drink coffee and chat.",0.135,0.0,0.865,0.3612
走進這家酒吧，瞬間被英國高級招待所的氣氛所吸引。店內佈置有英倫風格的皮革沙發、閃耀的水晶吊燈和精選石材，每一細節都流露出優雅與品味。店員極具專業，能夠清楚地介紹每一款威士忌的特色。尤其值得一提的是兩家以品質聞名的小產量威士忌品牌，艾德多爾和百樂門，以及兩家頂尖的獨立裝瓶廠，Gordon & Macphail 和 Signatory。這裡不僅酒價合理，酒質頂尖，員工專業，且環境舒適，給予五星評價都顯得不夠。在這裡，您不僅享受到頂級的威士忌品鑑，更是一場視覺和味覺的雙重盛宴。店內提供顧客最佳的品酒體驗。無論是新手還是老行家，這裡都是品嚐和探索威士忌的絕佳之地。,"Entering this bar, it was instantly attracted by the atmosphere of the British High Welfare Institute.The British -style leather sofa, shining crystal chandeliers and selected stones are arranged in the store. Each detail shows elegance and taste.The clerk is very professional and can clearly introduce the characteristics of each whiskey.In particular, it is worth mentioning that two small -quality small output whiskey brands, Eddor and Belomon, and two top independent bottle factories, Gordon & MacPhail and Signatic.Not only is the price reasonable, the top wine is top, the employee is professional, and the environment is comfortable, it seems not enough to give five -star evaluation.Here, you not only enjoy the top -level whiskey tasting, but also a dual feast of visual and taste.The store provides the best wine tasting experience for customers.Whether it is novices or veterans, this is an excellent place for tasting and exploring whiskey.",0.159,0.011,0.83,0.964
"舉辦的威士忌品銘會，甜點與威士忌完美配合，介紹詳細又高級。

是一個專業的飲酒會所","The whiskey inscriptions organized, desserts and whiskey perfectly cooperate, the introduction is detailed and advanced.

It is a professional drinking club",0.246,0.0,0.754,0.7351
氣氛佳 酒優秀,Atmosphere Jiajiu excellent,0.649,0.0,0.351,0.5719
來參加品飲會，整個氣氛跟員工介紹的酒款，都很專業，放鬆又舒服。,"When you come to the Taste, the entire atmosphere and the wine introduced by the employees are very professional, relaxed and comfortable.",0.253,0.0,0.747,0.7769
經常上班前都會來坐一下 環境好 人也好聊 如果不喝威士忌也有咖啡可以喝,I often come to sit in the environment before going to work.,0.0,0.0,1.0,0.0
尋找威士忌世界中一些隱藏寶石的好地方。  我喜歡這裡優雅的氛圍，通常最終會得到比我預期更多的東西;-),"Find some good places in the whiskey world.I like the elegant atmosphere here, and usually get more things than I expect ;-)",0.368,0.0,0.632,0.8591
